id,path,model_name,hyp_text,score,is_best,ref_text
17,2cc03c2f0a19307.mp3,gemini-2.5-pro,"Але храўштос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.84172661870504,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,gemini-2.5-flash,"Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.87234042553192,True,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,imported_batch_gemini-2.5-flash,"Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.87234042553192,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
18,650414f63d2b278.mp3,gemini-2.5-pro,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда,88.31168831168831,False,Цяпер я стаў прывідам. Езус Хрыстус.
18,650414f63d2b278.mp3,gemini-2.5-flash,Цяпер я стаў прывідам. Езус Хрыстус! Маціль!,90.66666666666666,True,Цяпер я стаў прывідам. Езус Хрыстус.
18,650414f63d2b278.mp3,imported_batch_gemini-2.5-flash,Цяпер я стаў прывідам. Езус Хрыстус! Маціль!,90.66666666666666,False,Цяпер я стаў прывідам. Езус Хрыстус.
19,e7d750648714e8c.mp3,gemini-2.5-pro,"Так рана, я вас не чакала. Разумею. Добра пайшло.",100.0,True,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,gemini-2.5-flash,Так рана. Я вас не чакала. Разумею. Добра пайшло.,100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,imported_batch_gemini-2.5-flash,Так рана. Я вас не чакала. Разумею. Добра пайшло.,100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
20,b2bf926d6068421.mp3,gemini-2.5-pro,"Ай, добра. Але ж няёмка. Яна выцерла губы.",86.8421052631579,True,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,gemini-2.5-flash,"Ай, добра. Гэта ж неёмка. Не, яна выцерла губы.",82.5,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,imported_batch_gemini-2.5-flash,"Ай, добра. Гэта ж неёмка. Не, яна выцерла губы.",82.5,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
21,abea9092ebe125a.mp3,gemini-2.5-pro,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,True,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,gemini-2.5-flash,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,imported_batch_gemini-2.5-flash,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
22,8f4a89b2fd24dcd.mp3,gemini-2.5-pro,"яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,True,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,gemini-2.5-flash,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,imported_batch_gemini-2.5-flash,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
23,9e81972e8f92145.mp3,gemini-2.5-pro,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.,100.0,True,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,gemini-2.5-flash,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп!,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,imported_batch_gemini-2.5-flash,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп!,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
24,579e94a44217b6b.mp3,gemini-2.5-pro,"Ай, чалавек, толькі ўсяго, чалавек.",100.0,True,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,gemini-2.5-flash,"Эх, чалавек, толькі ўсяго чалавек.",93.5483870967742,False,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,imported_batch_gemini-2.5-flash,"Эх, чалавек, толькі ўсяго чалавек.",93.5483870967742,False,"Ай, чалавек, толькі ўсяго, чалавек."
25,8906933b8d0b990.mp3,gemini-2.5-pro,"Ну, у мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",95.52238805970148,True,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,gemini-2.5-flash,"Ну, ну, мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",94.81481481481482,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,imported_batch_gemini-2.5-flash,"Ну, ну, мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",94.81481481481482,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
26,11f6ed341c45a33.mp3,gemini-2.5-pro,Спачатку я толькі панюхала. Потым глы,93.5064935064935,True,Спачатку я толькі панюхала. Потым глытнула.
26,11f6ed341c45a33.mp3,gemini-2.5-flash,Спачатку я толькі панюхала. Потым глыб,92.3076923076923,False,Спачатку я толькі панюхала. Потым глытнула.
26,11f6ed341c45a33.mp3,imported_batch_gemini-2.5-flash,Спачатку я толькі панюхала. Потым глыб,92.3076923076923,False,Спачатку я толькі панюхала. Потым глытнула.
27,57ba36981f16abd.mp3,gemini-2.5-pro,"Ды нельга ж спакушаць бедную кабеціну, пакідаючы навідавоку пляшку.",97.74436090225565,True,"Ды і нельга ж спакушаць бедную кабеціну, пакідаючы на відавоку пляшку."
27,57ba36981f16abd.mp3,gemini-2.5-flash,"Ты нельга ж спакушаць бедную кабеціну, пакідаючы навідавоку пляшку. [chuckle]",90.78014184397163,False,"Ды і нельга ж спакушаць бедную кабеціну, пакідаючы на відавоку пляшку."
27,57ba36981f16abd.mp3,imported_batch_gemini-2.5-flash,"Ты нельга ж спакушаць бедную кабеціну, пакідаючы навідавоку пляшку. [chuckle]",90.78014184397163,False,"Ды і нельга ж спакушаць бедную кабеціну, пакідаючы на відавоку пляшку."
28,7e8a55db9c69be3.mp3,gemini-2.5-pro,"можна было, колькі хочаш, пакінуць грошай, яна не кране.",100.0,True,"Можна было колькі хочаш пакінуць грошай, яна не кране,"
28,7e8a55db9c69be3.mp3,gemini-2.5-flash,Можна было колькі хочаш пакінуць грошай. Яна не каране.,99.04761904761905,False,"Можна было колькі хочаш пакінуць грошай, яна не кране,"
28,7e8a55db9c69be3.mp3,imported_batch_gemini-2.5-flash,Можна было колькі хочаш пакінуць грошай. Яна не каране.,99.04761904761905,False,"Можна было колькі хочаш пакінуць грошай, яна не кране,"
29,7b199ab76e54602.mp3,gemini-2.5-pro,Я застаў яе такую не ўпершыню. Кожнае раніцы яна дзве гадзіны прыбірала ў майстэрні.,97.5609756097561,True,Я застаў яе такую не ўпершыню. Кожныя раніцы яна дзве гадзіны прыбірала ў майстэрні.
29,7b199ab76e54602.mp3,gemini-2.5-flash,Я застаў яе такою не ўпершыню. Кожную раніцу яна дзве гадзіны прыбірала ў майстэрні.,95.1219512195122,False,Я застаў яе такую не ўпершыню. Кожныя раніцы яна дзве гадзіны прыбірала ў майстэрні.
29,7b199ab76e54602.mp3,imported_batch_gemini-2.5-flash,Я застаў яе такою не ўпершыню. Кожную раніцу яна дзве гадзіны прыбірала ў майстэрні.,95.1219512195122,False,Я застаў яе такую не ўпершыню. Кожныя раніцы яна дзве гадзіны прыбірала ў майстэрні.
30,b8ed60f7059c117.mp3,gemini-2.5-pro,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі.",100.0,True,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі,"
30,b8ed60f7059c117.mp3,gemini-2.5-flash,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі.",100.0,False,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі,"
30,b8ed60f7059c117.mp3,imported_batch_gemini-2.5-flash,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі.",100.0,False,"Я ўзяў бутэльку. Вядома, каньяк, што для кліентаў, вы не кранулі,"
31,482f47c0aef7824.mp3,gemini-2.5-pro,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда.",100.0,True,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда."
31,482f47c0aef7824.mp3,gemini-2.5-flash,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда.",100.0,False,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда."
31,482f47c0aef7824.mp3,imported_batch_gemini-2.5-flash,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда.",100.0,False,"Усмешка кранула выветраныя рысы Мацільды. Што праўда, то праўда."
32,6e966dc6fef6081.mp3,gemini-2.5-pro,Ведаю смак.,100.0,True,Ведаю смак.
32,6e966dc6fef6081.mp3,gemini-2.5-flash,Ведаю смак.,100.0,False,Ведаю смак.
32,6e966dc6fef6081.mp3,imported_batch_gemini-2.5-flash,Ведаю смак.,100.0,False,Ведаю смак.
33,13c89232b98ed91.mp3,gemini-2.5-pro,"Але няўжо вы мяне выдадзіце, пан Локам, безабаронную ўдаву?",99.11504424778761,True,"Але няўжо вы мяне выдадзіце, пан Локамп, безабаронную ўдаву?"
33,13c89232b98ed91.mp3,gemini-2.5-flash,"Але, няўжо вы мяне выдадзіце, пан Локамб, безабаронную ўдаву?",98.24561403508771,False,"Але няўжо вы мяне выдадзіце, пан Локамп, безабаронную ўдаву?"
33,13c89232b98ed91.mp3,imported_batch_gemini-2.5-flash,"Але, няўжо вы мяне выдадзіце, пан Локамб, безабаронную ўдаву?",98.24561403508771,False,"Але няўжо вы мяне выдадзіце, пан Локамп, безабаронную ўдаву?"
34,bbf57edae235dc1.mp3,gemini-2.5-pro,Сёння не выдам. Яна адпусціла падатканутую спадніцу.,98.0,False,Сёння не выдам. Яна адпусціла падаўткнутую спадніцу.
34,bbf57edae235dc1.mp3,gemini-2.5-flash,Сёння не выдам. Яна адпусціла падаткнутую спадніцу.,98.98989898989899,True,Сёння не выдам. Яна адпусціла падаўткнутую спадніцу.
34,bbf57edae235dc1.mp3,imported_batch_gemini-2.5-flash,Сёння не выдам. Яна адпусціла падаткнутую спадніцу.,98.98989898989899,False,Сёння не выдам. Яна адпусціла падаўткнутую спадніцу.
35,a9540f66feab780.mp3,gemini-2.5-pro,"Тады я хуценька дам лататы, а то прыйдзе пан кёстэр.",100.0,True,"Тады я хуценька дам лататы, а то прыйдзе пан Кёстэр."
35,a9540f66feab780.mp3,gemini-2.5-flash,То ды я хочанька дам лататы. А то прыйдзе пан Кёштер.,87.12871287128714,False,"Тады я хуценька дам лататы, а то прыйдзе пан Кёстэр."
35,a9540f66feab780.mp3,imported_batch_gemini-2.5-flash,То ды я хочанька дам лататы. А то прыйдзе пан Кёштер.,87.12871287128714,False,"Тады я хуценька дам лататы, а то прыйдзе пан Кёстэр."
36,04f3299bc8dd282.mp3,gemini-2.5-pro,"Э, льда. Яна хуценька прыкандыбала.",87.71929824561404,False,Яна хуценька прыкандыбала.
36,04f3299bc8dd282.mp3,gemini-2.5-flash,"Іл да, яна хуценька прыкандыбала.",89.28571428571429,True,Яна хуценька прыкандыбала.
36,04f3299bc8dd282.mp3,imported_batch_gemini-2.5-flash,"Іл да, яна хуценька прыкандыбала.",89.28571428571429,False,Яна хуценька прыкандыбала.
37,f79c613775de821.mp3,gemini-2.5-pro,Божа літасцівы! Я падышоў да шафы і адчыніў. Мац,92.0,True,"Ой, Божа літасцівы! Я падышоў да шафы і адчыніў. Мацільда!"
37,f79c613775de821.mp3,gemini-2.5-flash,Божа літасцівы. Я падышоў да шафы і адчыніў.,87.5,False,"Ой, Божа літасцівы! Я падышоў да шафы і адчыніў. Мацільда!"
37,f79c613775de821.mp3,imported_batch_gemini-2.5-flash,Божа літасцівы. Я падышоў да шафы і адчыніў.,87.5,False,"Ой, Божа літасцівы! Я падышоў да шафы і адчыніў. Мацільда!"
38,fbc38198245e178.mp3,gemini-2.5-pro,"Яна ўзмахнула рукамі, пратэстуючы: ""О-о-о-о-о, гэта не я! Шчыра, гэтага я не чапала"".",92.7536231884058,True,"Яна ўзмахнула рукамі, пратэстуючы. Гэта не я. Шчыра, гэту я не чапала."
38,fbc38198245e178.mp3,gemini-2.5-flash,"Ух-ух-ух-ух-ух, гэта не я. Ух-ух-ух-ух-ух, шчыра, гэта я не чапала.",60.504201680672274,False,"Яна ўзмахнула рукамі, пратэстуючы. Гэта не я. Шчыра, гэту я не чапала."
38,fbc38198245e178.mp3,imported_batch_gemini-2.5-flash,"Ух-ух-ух-ух-ух, гэта не я. Ух-ух-ух-ух-ух, шчыра, гэта я не чапала.",60.504201680672274,False,"Яна ўзмахнула рукамі, пратэстуючы. Гэта не я. Шчыра, гэту я не чапала."
39,2a9fc6bfaf8d633.mp3,gemini-2.5-pro,Я ведаю і наліў поўную чарку.,100.0,True,Я ведаю. І наліў поўную чарку.
39,2a9fc6bfaf8d633.mp3,gemini-2.5-flash,Я ведаю і наліў поўную чарку.,100.0,False,Я ведаю. І наліў поўную чарку.
39,2a9fc6bfaf8d633.mp3,imported_batch_gemini-2.5-flash,Я ведаю і наліў поўную чарку.,100.0,False,Я ведаю. І наліў поўную чарку.
40,5d8a24d278bb90c.mp3,gemini-2.5-pro,"
Вытрыманы ямайскі. Выдатна.",100.0,True,Вытрыманы ямайскі. Выдатна.
40,5d8a24d278bb90c.mp3,gemini-2.5-flash,"Вытрыманы, ямайскі. Выдатна.",100.0,False,Вытрыманы ямайскі. Выдатна.
40,5d8a24d278bb90c.mp3,imported_batch_gemini-2.5-flash,"Вытрыманы, ямайскі. Выдатна.",100.0,False,Вытрыманы ямайскі. Выдатна.
41,20e833d848a2ed5.mp3,gemini-2.5-pro,"пілі калі-небудзь гэты? Ха, а няўжо ж? Яна аблізала вусны. Ром",97.2972972972973,True,Пілі калі-небудзь гэты? А няўжо ж? Яна аблізала вусны. Ром.
41,20e833d848a2ed5.mp3,gemini-2.5-flash,Калі-небудзь гэты... Ха! А не ўрош. Яна аблізала вусны. Ром!,84.90566037735849,False,Пілі калі-небудзь гэты? А няўжо ж? Яна аблізала вусны. Ром.
41,20e833d848a2ed5.mp3,imported_batch_gemini-2.5-flash,Калі-небудзь гэты... Ха! А не ўрош. Яна аблізала вусны. Ром!,84.90566037735849,False,Пілі калі-небудзь гэты? А няўжо ж? Яна аблізала вусны. Ром.
42,5457a82fcf1e394.mp3,gemini-2.5-pro,"- Тады выпіце чарку.
- Я?
Яна адхіснулася.",95.89041095890411,True,"Ну, тады выпіце чарку. Я? Яна адхіснулася."
42,5457a82fcf1e394.mp3,gemini-2.5-flash,"М?
Тады вып'еце чарку?
Я?
Яна адхіснулася.",93.33333333333333,False,"Ну, тады выпіце чарку. Я? Яна адхіснулася."
42,5457a82fcf1e394.mp3,imported_batch_gemini-2.5-flash,"М?
Тады вып'еце чарку?
Я?
Яна адхіснулася.",93.33333333333333,False,"Ну, тады выпіце чарку. Я? Яна адхіснулася."
43,ff09f9abffc3945.mp3,gemini-2.5-pro,Ван-Лонг-комп. Гэта ж шмат.,75.55555555555556,True,"Пан Локамп, гэта зашмат."
43,ff09f9abffc3945.mp3,gemini-2.5-flash,гэты зашмат.,60.60606060606061,False,"Пан Локамп, гэта зашмат."
43,ff09f9abffc3945.mp3,imported_batch_gemini-2.5-flash,гэты зашмат.,60.60606060606061,False,"Пан Локамп, гэта зашмат."
44,a809fefb6d84543.mp3,gemini-2.5-pro,Вы смаліце мяне гарачым жалезам.,100.0,True,Вы смаліце мяне гарачым жалезам.
44,a809fefb6d84543.mp3,gemini-2.5-flash,Вы смаліце мне гарачым жалезам.,98.36065573770492,False,Вы смаліце мяне гарачым жалезам.
44,a809fefb6d84543.mp3,imported_batch_gemini-2.5-flash,Вы смаліце мне гарачым жалезам.,98.36065573770492,False,Вы смаліце мяне гарачым жалезам.
45,a1e4dd5a564a7bb.mp3,gemini-2.5-pro,"Старае, што спіць, як злодзей, важка ніяк.",83.78378378378379,False,"Старая, што сп'е як злодзей ваш каньяк,"
45,a1e4dd5a564a7bb.mp3,gemini-2.5-flash,"Старая што спіць, як злодзей, важка ніяк.",86.48648648648648,True,"Старая, што сп'е як злодзей ваш каньяк,"
45,a1e4dd5a564a7bb.mp3,imported_batch_gemini-2.5-flash,"Старая што спіць, як злодзей, важка ніяк.",86.48648648648648,False,"Старая, што сп'е як злодзей ваш каньяк,"
46,8d2629c7da64181.mp3,gemini-2.5-pro,"Святы. Святы, лепш памерці, чым стрываць такое. Ну, што ж.",100.0,True,"Святы, святы. Лепш памерці, чым стрываць такое. Ну што ж."
46,8d2629c7da64181.mp3,gemini-2.5-flash,"Святы! Святы! Лепш памерці, чым стрываць такое. Ну, што ж.",100.0,False,"Святы, святы. Лепш памерці, чым стрываць такое. Ну што ж."
