id,path,score,ref_text,hyp_text,status,verification_status,model_used,norm_ref,norm_hyp,model_results
10,698bf0abcffe6a5.mp3,97.01492537313433,"На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі.","Ну і ім была брудная некалі белая хустка, сіні фартух, грубыя пантофлі.",processed,incorrect,batch_gemini-2.5-flash,на ім была брудная некалі белая хустка сіні фартух грубыя пантофлі,ну і ім была брудная некалі белая хустка сіні фартух грубыя пантофлі,"{""gemini-2.5-pro"": {""hyp_text"": ""На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі."", ""score"": 100.0, ""norm_ref"": ""на ім была брудная некалі белая хустка сіні фартух грубыя пантофлі"", ""norm_hyp"": ""на ім была брудная некалі белая хустка сіні фартух грубыя пантофлі""}, ""gemini-2.5-flash"": {""hyp_text"": ""Ну і ім была брудная некалі белая хустка, сіні фартух, грубыя пантофлі."", ""score"": 97.01492537313433, ""norm_ref"": ""на ім была брудная некалі белая хустка сіні фартух грубыя пантофлі"", ""norm_hyp"": ""ну і ім была брудная некалі белая хустка сіні фартух грубыя пантофлі""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Ну і ім была брудная некалі белая хустка, сіні фартух, грубыя пантофлі."", ""score"": 97.01492537313433, ""norm_ref"": ""на ім была брудная некалі белая хустка сіні фартух грубыя пантофлі"", ""norm_hyp"": ""ну і ім была брудная некалі белая хустка сіні фартух грубыя пантофлі""}}"
11,cf8580077e1650a.mp3,100.0,То была наша прыбіральшчыца Мацільда Штос.,То была наша прыбіральшчыца Мацільда Штос.,processed,correct,batch_gemini-2.5-flash,то была наша прыбіральшчыца мацільда штос,то была наша прыбіральшчыца мацільда штос,"{""gemini-2.5-pro"": {""hyp_text"": ""То была наша прыбіральшчыца Мацільда Штос."", ""score"": 100.0, ""norm_ref"": ""то была наша прыбіральшчыца мацільда штос"", ""norm_hyp"": ""то была наша прыбіральшчыца мацільда штос""}, ""gemini-2.5-flash"": {""hyp_text"": ""То была наша прыбіральшчыца Мацільда Штос."", ""score"": 100.0, ""norm_ref"": ""то была наша прыбіральшчыца мацільда штос"", ""norm_hyp"": ""то была наша прыбіральшчыца мацільда штос""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""То была наша прыбіральшчыца Мацільда Штос."", ""score"": 100.0, ""norm_ref"": ""то была наша прыбіральшчыца мацільда штос"", ""norm_hyp"": ""то была наша прыбіральшчыца мацільда штос""}}"
12,fed5f2904969bff.mp3,100.0,"Я хвілінку пастаяў, пазіраючы на яе.","Я хвілінку пастаяў, пазіраючы на яе.",processed,correct,batch_gemini-2.5-flash,я хвілінку пастаяў пазіраючы на яе,я хвілінку пастаяў пазіраючы на яе,"{""gemini-2.5-pro"": {""hyp_text"": ""Я хвілінку пастаяў, пазіраючы на яе."", ""score"": 100.0, ""norm_ref"": ""я хвілінку пастаяў пазіраючы на яе"", ""norm_hyp"": ""я хвілінку пастаяў пазіраючы на яе""}, ""gemini-2.5-flash"": {""hyp_text"": ""Я хвілінку пастаяў, пазіраючы на яе."", ""score"": 100.0, ""norm_ref"": ""я хвілінку пастаяў пазіраючы на яе"", ""norm_hyp"": ""я хвілінку пастаяў пазіраючы на яе""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Я хвілінку пастаяў, пазіраючы на яе."", ""score"": 100.0, ""norm_ref"": ""я хвілінку пастаяў пазіраючы на яе"", ""norm_hyp"": ""я хвілінку пастаяў пазіраючы на яе""}}"
13,727c1ffde6240ad.mp3,96.0,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў,З грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў.,processed,incorrect,batch_gemini-2.5-flash,з грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў,з грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў,"{""gemini-2.5-pro"": {""hyp_text"": ""З грацыяй бегемота, яна сноўдалася паміж радыятарамі аўтамабіляў."", ""score"": 100.0, ""norm_ref"": ""з грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў"", ""norm_hyp"": ""з грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў""}, ""gemini-2.5-flash"": {""hyp_text"": ""З грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў."", ""score"": 96.0, ""norm_ref"": ""з грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў"", ""norm_hyp"": ""з грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""З грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў."", ""score"": 96.0, ""norm_ref"": ""з грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў"", ""norm_hyp"": ""з грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў""}}"
14,c63d36d407c10d2.mp3,100.0,На стале каля акна стаялі дзве бутэлькі каньяку.,На стале каля акна стаялі дзве бутэлькі каньяку.,processed,correct,batch_gemini-2.5-flash,на стале каля акна стаялі дзве бутэлькі каньяку,на стале каля акна стаялі дзве бутэлькі каньяку,"{""gemini-2.5-pro"": {""hyp_text"": ""На стале каля акна стаялі дзве бутэлькі каньяку."", ""score"": 100.0, ""norm_ref"": ""на стале каля акна стаялі дзве бутэлькі каньяку"", ""norm_hyp"": ""на стале каля акна стаялі дзве бутэлькі каньяку""}, ""gemini-2.5-flash"": {""hyp_text"": ""На стале каля акна стаялі дзве бутэлькі каньяку."", ""score"": 100.0, ""norm_ref"": ""на стале каля акна стаялі дзве бутэлькі каньяку"", ""norm_hyp"": ""на стале каля акна стаялі дзве бутэлькі каньяку""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""На стале каля акна стаялі дзве бутэлькі каньяку."", ""score"": 100.0, ""norm_ref"": ""на стале каля акна стаялі дзве бутэлькі каньяку"", ""norm_hyp"": ""на стале каля акна стаялі дзве бутэлькі каньяку""}}"
15,ffa2de1f9608970.mp3,91.22807017543859,Адна ўжо была амаль пустая.,Адна ўжо была [смех] амаль пустая.,processed,incorrect,batch_gemini-2.5-flash,адна ўжо была амаль пустая,адна ўжо была смех амаль пустая,"{""gemini-2.5-pro"": {""hyp_text"": ""Адна ўжо была, амаль пустая."", ""score"": 100.0, ""norm_ref"": ""адна ўжо была амаль пустая"", ""norm_hyp"": ""адна ўжо была амаль пустая""}, ""gemini-2.5-flash"": {""hyp_text"": ""Адна ўжо была [смех] амаль пустая."", ""score"": 91.22807017543859, ""norm_ref"": ""адна ўжо была амаль пустая"", ""norm_hyp"": ""адна ўжо была смех амаль пустая""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Адна ўжо была [смех] амаль пустая."", ""score"": 91.22807017543859, ""norm_ref"": ""адна ўжо была амаль пустая"", ""norm_hyp"": ""адна ўжо была смех амаль пустая""}}"
16,cee4a93191a730b.mp3,100.0,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе.",Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе.,processed,correct,batch_gemini-2.5-flash,учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе,учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе,"{""gemini-2.5-pro"": {""hyp_text"": ""Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе."", ""score"": 100.0, ""norm_ref"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе"", ""norm_hyp"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе""}, ""gemini-2.5-flash"": {""hyp_text"": ""Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе."", ""score"": 100.0, ""norm_ref"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе"", ""norm_hyp"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе."", ""score"": 100.0, ""norm_ref"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе"", ""norm_hyp"": ""учора ўвечары яна была яшчэ поўная я тады забыўся схаваць яе""}}"
17,2cc03c2f0a19307.mp3,97.87234042553192,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.","Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",processed,incorrect,batch_gemini-2.5-flash,але фраў штос спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла,але храў штось спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла,"{""gemini-2.5-pro"": {""hyp_text"": ""Але храўштос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."", ""score"": 97.84172661870504, ""norm_ref"": ""але фраў штос спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла"", ""norm_hyp"": ""але храўштос спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла""}, ""gemini-2.5-flash"": {""hyp_text"": ""Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."", ""score"": 97.87234042553192, ""norm_ref"": ""але фраў штос спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла"", ""norm_hyp"": ""але храў штось спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."", ""score"": 97.87234042553192, ""norm_ref"": ""але фраў штос спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла"", ""norm_hyp"": ""але храў штось спеў абарваўся венік упаў долу шчаслівая ўсмешка пагасла""}}"
18,650414f63d2b278.mp3,90.66666666666666,Цяпер я стаў прывідам. Езус Хрыстус.,Цяпер я стаў прывідам. Езус Хрыстус! Маціль!,processed,incorrect,batch_gemini-2.5-flash,цяпер я стаў прывідам езус хрыстус,цяпер я стаў прывідам езус хрыстус маціль,"{""gemini-2.5-pro"": {""hyp_text"": ""Цяпер я стаў прывідам. Езус Хрыстус! Мацільда"", ""score"": 88.31168831168831, ""norm_ref"": ""цяпер я стаў прывідам езус хрыстус"", ""norm_hyp"": ""цяпер я стаў прывідам езус хрыстус мацільда""}, ""gemini-2.5-flash"": {""hyp_text"": ""Цяпер я стаў прывідам. Езус Хрыстус! Маціль!"", ""score"": 90.66666666666666, ""norm_ref"": ""цяпер я стаў прывідам езус хрыстус"", ""norm_hyp"": ""цяпер я стаў прывідам езус хрыстус маціль""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Цяпер я стаў прывідам. Езус Хрыстус! Маціль!"", ""score"": 90.66666666666666, ""norm_ref"": ""цяпер я стаў прывідам езус хрыстус"", ""norm_hyp"": ""цяпер я стаў прывідам езус хрыстус маціль""}}"
19,e7d750648714e8c.mp3,100.0,"Так рана, я вас не чакала. Разумею. Добра пайшло?",Так рана. Я вас не чакала. Разумею. Добра пайшло.,processed,correct,batch_gemini-2.5-flash,так рана я вас не чакала разумею добра пайшло,так рана я вас не чакала разумею добра пайшло,"{""gemini-2.5-pro"": {""hyp_text"": ""Так рана, я вас не чакала. Разумею. Добра пайшло."", ""score"": 100.0, ""norm_ref"": ""так рана я вас не чакала разумею добра пайшло"", ""norm_hyp"": ""так рана я вас не чакала разумею добра пайшло""}, ""gemini-2.5-flash"": {""hyp_text"": ""Так рана. Я вас не чакала. Разумею. Добра пайшло."", ""score"": 100.0, ""norm_ref"": ""так рана я вас не чакала разумею добра пайшло"", ""norm_hyp"": ""так рана я вас не чакала разумею добра пайшло""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Так рана. Я вас не чакала. Разумею. Добра пайшло."", ""score"": 100.0, ""norm_ref"": ""так рана я вас не чакала разумею добра пайшло"", ""norm_hyp"": ""так рана я вас не чакала разумею добра пайшло""}}"
20,b2bf926d6068421.mp3,82.5,"Ай, добра. Улюш не ёмка. Яна выцерла губы.","Ай, добра. Гэта ж неёмка. Не, яна выцерла губы.",processed,incorrect,batch_gemini-2.5-flash,ай добра улюш не ёмка яна выцерла губы,ай добра гэта ж неёмка не яна выцерла губы,"{""gemini-2.5-pro"": {""hyp_text"": ""Ай, добра. Але ж няёмка. Яна выцерла губы."", ""score"": 86.8421052631579, ""norm_ref"": ""ай добра улюш не ёмка яна выцерла губы"", ""norm_hyp"": ""ай добра але ж няёмка яна выцерла губы""}, ""gemini-2.5-flash"": {""hyp_text"": ""Ай, добра. Гэта ж неёмка. Не, яна выцерла губы."", ""score"": 82.5, ""norm_ref"": ""ай добра улюш не ёмка яна выцерла губы"", ""norm_hyp"": ""ай добра гэта ж неёмка не яна выцерла губы""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Ай, добра. Гэта ж неёмка. Не, яна выцерла губы."", ""score"": 82.5, ""norm_ref"": ""ай добра улюш не ёмка яна выцерла губы"", ""norm_hyp"": ""ай добра гэта ж неёмка не яна выцерла губы""}}"
21,abea9092ebe125a.mp3,100.0,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым.","Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",processed,correct,batch_gemini-2.5-flash,я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым,я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым,"{""gemini-2.5-pro"": {""hyp_text"": ""Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым."", ""score"": 100.0, ""norm_ref"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым"", ""norm_hyp"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым""}, ""gemini-2.5-flash"": {""hyp_text"": ""Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым."", ""score"": 100.0, ""norm_ref"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым"", ""norm_hyp"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым."", ""score"": 100.0, ""norm_ref"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым"", ""norm_hyp"": ""я ж аслупянела ну гэта вы ўжо занадта не аслупянела а пянела у дым""}}"
22,8f4a89b2fd24dcd.mp3,100.0,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы.","Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",processed,correct,batch_gemini-2.5-flash,яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы,яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы,"{""gemini-2.5-pro"": {""hyp_text"": ""яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы."", ""score"": 100.0, ""norm_ref"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы"", ""norm_hyp"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы""}, ""gemini-2.5-flash"": {""hyp_text"": ""Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы."", ""score"": 100.0, ""norm_ref"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы"", ""norm_hyp"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы""}, ""imported_batch_gemini-2.5-flash"": {""hyp_text"": ""Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы."", ""score"": 100.0, ""norm_ref"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы"", ""norm_hyp"": ""яна ледзь стаяла на нагах яе вусны торгаліся а вейкі лыпалі як у старой савы""}}"
