id,path,score,ref_text,hyp_text,status,verification_status,model_used,norm_ref,norm_hyp
11,177057b2585db7d.mp3,93.61702127659575,"якую яны на станькай і мішкам бачыла не то ўчора,","якую яна з Танькай і Мішкам бачыла не то ўчора,",processed,incorrect,gemini-2.5-pro,якую яны на станькай і мішкам бачыла не то ўчора,якую яна з танькай і мішкам бачыла не то ўчора
12,a40987a7e90b79d.mp3,87.61904761904762,"не то няма, ну, няма ведама, калі, і птушка гэтая ў пачатку,","не то не, ну невядома, калі і птушка гэтая ў пачатку",processed,correct,manual,не то няма ну няма ведама калі і птушка гэтая ў пачатку,не то не ну невядома калі і птушка гэтая ў пачатку
13,5455c15b5b5078a.mp3,100.0,"пакуль, ну, пакуль не распалілася дзіцячая фантазія,","Пакуль... ну, пакуль не распалілася дзіцячая фантазія,",processed,correct,imported_csv,пакуль ну пакуль не распалілася дзіцячая фантазія,пакуль ну пакуль не распалілася дзіцячая фантазія
14,a56ed1fa7c5bba4.mp3,96.15384615384616,"жаўна, далей ператвараецца ў казачных не то жар-птушку,","жоўна далей ператвараецца ў казачных не то жар-птушак,",processed,correct,manual,жаўна далей ператвараецца ў казачных не то жарптушку,жоўна далей ператвараецца ў казачных не то жарптушак
15,644f7174248878d.mp3,100.0,"не то арла, які хацеў украсці Мішку, і панесці далёка-далёка.","Не то арла, які хацеў украсці мішку і панесці далёка-далёка.",processed,correct,gemini-2.5-pro,не то арла які хацеў украсці мішку і панесці далёкадалёка,не то арла які хацеў украсці мішку і панесці далёкадалёка
16,7450eb79f6992a1.mp3,100.0,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.,processed,correct,gemini-3-flash-preview,а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем,а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем
17,9f55255f49232b9.mp3,95.08196721311475,"І яму хочацца, каб даччын галасок,","Яму хочацца, каб дачын галасок.",processed,correct,manual,і яму хочацца каб даччын галасок,яму хочацца каб дачын галасок
18,5a0e8044e617339.mp3,100.0,"як срэбны званочак, не сціхаў ні на хвіліну.",Як срэбны званочак не сціхаў ні на хвіліну.,processed,correct,imported_csv,як срэбны званочак не сціхаў ні на хвіліну,як срэбны званочак не сціхаў ні на хвіліну
19,6a60add2c9bc424.mp3,95.89041095890411,Бясконцыя пытанні яе часам раздражнялі.,Бясконцыя пытанні часам раздражнялі.,processed,correct,manual,бясконцыя пытанні яе часам раздражнялі,бясконцыя пытанні часам раздражнялі
20,07e1ea632b39673.mp3,97.46192893401016,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі і быў заняты работай: гісторыяй, сшыткамі, канспектамі.","Калі ён аставаўся з Ленкай дома, у змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі.",processed,incorrect,gemini-2.5-pro,калі ён аставаўся з ленкай дома ў змрочным пакоі і быў заняты работай гісторыяй сшыткамі канспектамі,калі ён аставаўся з ленкай дома у змрочным пакоі быў заняты работай гісторыяй шыткамі канспектамі
21,4334f36931b0524.mp3,99.29,"А вось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе.","Авось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе.",processed,correct,imported_csv,а вось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе,авось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе
22,04854eb3fabbe34.mp3,96.55172413793103,"Нямала з ёю клопатаў, але ўсё адно адпачываеш.",нямала з ёю клопату. Але ўсё адно адпачываеш.,processed,correct,manual,нямала з ёю клопатаў але ўсё адно адпачываеш,нямала з ёю клопату але ўсё адно адпачываеш
23,63167eb63e885c9.mp3,100.0,"Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць.","Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць.",processed,correct,imported_csv,бо сапраўдны адпачынак у чалавека тады калі ёсць радасць,бо сапраўдны адпачынак у чалавека тады калі ёсць радасць
24,68babb5e4af5ffe.mp3,100.0,"Калі вячэралі, разбілі гладыш з сыраквашай,","Калі вячэралі, разбілі гладыш з сыраквашай.",processed,correct,gemini-2.5-pro,калі вячэралі разбілі гладыш з сыраквашай,калі вячэралі разбілі гладыш з сыраквашай
25,53730ffca098dc7.mp3,100.0,"якую Саша купіла ім, галоўны іх харчовы запас.","якую Саша купіла ім, галоўны іх харчовы запас.",processed,correct,imported_csv,якую саша купіла ім галоўны іх харчовы запас,якую саша купіла ім галоўны іх харчовы запас
26,26c370cd6ed886c.mp3,100.0,"Дзе коратка, там і б'ецца.",дзе коратка там і б'ецца,processed,correct,imported_csv,дзе коратка там і бецца,дзе коратка там і бецца
27,e1f3feaf89dc665.mp3,90.9090909090909,"І смешна, і сумна.",Не смешна і сумна.,processed,incorrect,gemini-2.5-pro,і смешна і сумна,не смешна і сумна
28,d9abf383776e262.mp3,100.0,"Але асабліва кранула, што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,",але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,processed,correct,imported_csv,але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала
29,94f615384e9261f.mp3,100.0,нават заплакала: Дзе мамка?,"Нават заплакала, дзе мамка",processed,correct,gemini-2.5-flash-lite,нават заплакала дзе мамка,нават заплакала дзе мамка
30,f261e9c30534588.mp3,100.0,"Нічога, гладыш разбіўся на шчасце."," Нічога, гладыш разбіўся на шчасце.",processed,correct,imported_csv,нічога гладыш разбіўся на шчасце,нічога гладыш разбіўся на шчасце
31,db3938107813736.mp3,87.64044943820225,"Мамка заўтра прыляціць, як пчолка з багатым узяткам.","Мамка, заўтра прыляціць пчолка з багатым",processed,incorrect,manual,мамка заўтра прыляціць як пчолка з багатым узяткам,мамка заўтра прыляціць пчолка з багатым
32,3b1d1fb7e118161.mp3,86.66666666666667,"Аржаніцою, як болевы прыступ,","ўзяткам, раніцою, як болевы прыступ.",processed,incorrect,gemini-2.5-pro,аржаніцою як болевы прыступ,ўзяткам раніцою як болевы прыступ
33,3f3894e53338ed1.mp3,100.0,"трывога за Сашу, нечаканая, незразумелая, чаму, што здарылася.","Трывога за Сашу нечаканая, незразумелая, чаму, што здарылася.",processed,correct,imported_csv,трывога за сашу нечаканая незразумелая чаму што здарылася,трывога за сашу нечаканая незразумелая чаму што здарылася
34,c31e45e214d6b04.mp3,100.0,"Жанчына пайшла ў госці ў роднае сяло,",Жанчына пайшла ў госці ў роднае сяло.,processed,correct,imported_csv,жанчына пайшла ў госці ў роднае сяло,жанчына пайшла ў госці ў роднае сяло
35,21463e8e7df25c2.mp3,100.0,"але так казаў розум, а сэрца,","Але так казаў розум, а сэрца",processed,correct,gemini-2.5-flash-lite,але так казаў розум а сэрца,але так казаў розум а сэрца
36,e24a9e334fc1caf.mp3,100.0,з сэрцам нельга зладзіць.,З сэрцам нельга зладзіць.,processed,correct,imported_csv,з сэрцам нельга зладзіць,з сэрцам нельга зладзіць
37,75cb44d5e5dde0c.mp3,100.0,"Знікла радасць, пабляклі фарбы вясны.","Знікла радасць, пабляклі фарбы вясны.",processed,correct,imported_csv,знікла радасць пабляклі фарбы вясны,знікла радасць пабляклі фарбы вясны
38,1152343c20383c1.mp3,99.17355371900828,"Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то таксама суцішылася, засумавала, раз-пораз пытала, калі прыйдзе мамка.","Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то так сама суцішылася, засумавала. Раз пораз пытала, калі прыйдзе мамка.",processed,correct,gemini-2.5-flash-lite,каб хоць ленка была такая вясёлая звонкая як учора а то таксама суцішылася засумавала разпораз пытала калі прыйдзе мамка,каб хоць ленка была такая вясёлая звонкая як учора а то так сама суцішылася засумавала раз пораз пытала калі прыйдзе мамка
39,a043ec00fd3f403.mp3,100.0,"Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу.","Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу.",processed,correct,gemini-3-flash-preview,пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу,пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу
40,beae4119e50daf5.mp3,100.0,"Ішлі доўга, павольна, сядзелі на дарозе, чакалі.","Ішлі доўга, павольна, сядзелі на дарозе, чакалі.",processed,correct,imported_csv,ішлі доўга павольна сядзелі на дарозе чакалі,ішлі доўга павольна сядзелі на дарозе чакалі
41,f31db31806e271b.mp3,100.0,"І трывога расла, як снежны ком у гарах.","І трывога расла, як снежны ком у гарах.",processed,correct,imported_csv,і трывога расла як снежны ком у гарах,і трывога расла як снежны ком у гарах
42,53ac763c96c00d2.mp3,100.0,"Сонца даўно схілілася з поўдня, наступаў надвячорак, а Саша не ішла.","Сонца даўно схілілася з поўдня, наступаў надвячорак, а Саша не ішла.",processed,correct,gemini-3-flash-preview,сонца даўно схілілася з поўдня наступаў надвячорак а саша не ішла,сонца даўно схілілася з поўдня наступаў надвячорак а саша не ішла
43,9c90d9b7b5eb710.mp3,100.0,"Неспакой, мабыць, перадаўся і малой, яна пачала плакаць.","Неспакой, мабыць, перадаўся і малой. Яна пачала плакаць.",processed,correct,imported_csv,неспакой мабыць перадаўся і малой яна пачала плакаць,неспакой мабыць перадаўся і малой яна пачала плакаць
44,c2d5a2f7563eade.mp3,99.53,"Ой, як гэта пакутліва, калі на душы так трывожна, а тут яшчэ пачынае плакаць галоднае, зморанае на сонцы дзіця.","О, як гэта пакутліва, калі на душы так трывожна, а тут яшчэ пачынае плакаць галоднае, зморанае на сонцы дзіця!",processed,correct,imported_csv,ой як гэта пакутліва калі на душы так трывожна а тут яшчэ пачынае плакаць галоднае зморанае на сонцы дзіця,о як гэта пакутліва калі на душы так трывожна а тут яшчэ пачынае плакаць галоднае зморанае на сонцы дзіця
45,54b94a33ef0989c.mp3,100.0,"Дайшоўшы да панізоўя,","Дайшоўшы да панізоўя,",processed,correct,imported_csv,дайшоўшы да панізоўя,дайшоўшы да панізоўя
46,2e69635cb2e03e9.mp3,100.0,"а сам ужо амаль бягом кінуўся далей па дарозе,","А сам ужо амаль бягом кінуўся далей па дарозе,",processed,correct,imported_csv,а сам ужо амаль бягом кінуўся далей па дарозе,а сам ужо амаль бягом кінуўся далей па дарозе
47,84f0d6c30812023.mp3,97.87234042553192,"Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы з школы,",Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы.,processed,incorrect,gemini-2.5-pro,пятро з неймавернай цяжкасцю ўмаліў ленку астацца ў настаўніцы з школы,пятро з неймавернай цяжкасцю ўмаліў ленку астацца ў настаўніцы іх школы
48,e45163371204da6.mp3,100.0,па якой павінна вярнуцца жонка.,па якой павінна вярнуцца жонка.,processed,correct,imported_csv,па якой павінна вярнуцца жонка,па якой павінна вярнуцца жонка
49,704f823b6d10f31.mp3,99.42196531791907,"Выбегшы з сасонніку, ўбачыў у полі на пустой дарозе адзінокую постаць, здалёку пазнаў: яна.","Выбегшы з сасонніку ўбачыў у полі на пустой дарозе адзінокую постаць, далёку пазнаў яна.",processed,correct,gemini-2.5-flash,выбегшы з сасонніку ўбачыў у полі на пустой дарозе адзінокую постаць здалёку пазнаў яна,выбегшы з сасонніку ўбачыў у полі на пустой дарозе адзінокую постаць далёку пазнаў яна
50,16712bb3a2f272f.mp3,100.0,"Адразу адлягло ад сэрца. Нарэшце. Спыніўся, выцер пот.","Адразу адлягло ад сэрца. Нарэшце. Спыніўся, выцер пот.",processed,correct,gemini-2.5-pro,адразу адлягло ад сэрца нарэшце спыніўся выцер пот,адразу адлягло ад сэрца нарэшце спыніўся выцер пот
51,ed5dc47f98f88df.mp3,100.0,"Але чаму Саша ідзе так павольна і як бы хістаецца, так змарылася, гаротная.","Але чаму Саша ідзе так павольна і як бы хістаецца, так змарылася гаротная?",processed,correct,imported_csv,але чаму саша ідзе так павольна і як бы хістаецца так змарылася гаротная,але чаму саша ідзе так павольна і як бы хістаецца так змарылася гаротная
52,fc2a1efc09ce406.mp3,100.0,"Хутчэй памагчы, забраць клунак. Пабег і за якія пяць крокаў спыніўся, уражаны, спалоханы.","Хутчэй памагчы забраць клунак. Пабег і за якія пяць крокаў спыніўся, уражаны, спалоханы.",processed,correct,gemini-2.5-flash,хутчэй памагчы забраць клунак пабег і за якія пяць крокаў спыніўся уражаны спалоханы,хутчэй памагчы забраць клунак пабег і за якія пяць крокаў спыніўся уражаны спалоханы
53,84a947e3cdf767d.mp3,93.15068493150685,Саша была без клунка і бледная-бледная.,Саша была бясклунка і бледная-бледная.,processed,correct,manual,саша была без клунка і бледнаябледная,саша была бясклунка і бледнаябледная
54,276dd9d74eec068.mp3,100.0,"Думкі, адна страшнейшая за другую, бліснулі ў галаве: што з табой?","Думкі, адна страшнейшая за другую, бліснулі ў галаве: Што з табой?",processed,correct,imported_csv,думкі адна страшнейшая за другую бліснулі ў галаве што з табой,думкі адна страшнейшая за другую бліснулі ў галаве што з табой
55,94e594c5e1fcb86.mp3,100.0,Цябе ж пазнаць цяжка.,цябе ж пазнаць цяжка,processed,correct,imported_csv,цябе ж пазнаць цяжка,цябе ж пазнаць цяжка
56,46687219ee808e0.mp3,100.0,Саша сумна ўсміхнулася.,Саша сумна ўсміхнулася.,processed,correct,imported_csv,саша сумна ўсміхнулася,саша сумна ўсміхнулася
57,70ef3799da6cf7d.mp3,100.0,"І гэтая, хоць і дзіўная, ўсмешка трохі супакоіла.",І гэтая хоць і дзіўная ўсмешка трохі супакоіла.,processed,correct,gemini-2.5-flash,і гэтая хоць і дзіўная ўсмешка трохі супакоіла,і гэтая хоць і дзіўная ўсмешка трохі супакоіла
58,cb956ce7b911465.mp3,100.0,Што з табой? Захварэла., Што з табой?  Захварэла.,processed,correct,imported_csv,што з табой захварэла,што з табой захварэла
59,796dd15c5e359b7.mp3,100.0,"Але здалося, што яна хоча сесці на траву. Ён падбег, падтрымаў, яна прыпала тварам да пляча, горача дыхала ў шыю.","Але здалося, што яна хоча сесці на траву. Ён падбег, падтрымаў. Яна прыпала тварам да пляча, горача дыхала ў шыю.",processed,correct,imported_csv,але здалося што яна хоча сесці на траву ён падбег падтрымаў яна прыпала тварам да пляча горача дыхала ў шыю,але здалося што яна хоча сесці на траву ён падбег падтрымаў яна прыпала тварам да пляча горача дыхала ў шыю
60,8abb27ce45ced12.mp3,100.0,У дарозе? Што ў цябе баліць?, У дарозе? Што ў цябе баліць?,processed,correct,imported_csv,у дарозе што ў цябе баліць,у дарозе што ў цябе баліць
61,68a0eee0d32be14.mp3,100.0,Нічога. Заўсёды ты з загадкамі., Нічога. Заўсёды ты з загадкамі.,processed,correct,imported_csv,нічога заўсёды ты з загадкамі,нічога заўсёды ты з загадкамі
62,68167fcc00aebec.mp3,100.0,"Яна доўга не адказвала, потым прашаптала ціха-ціха,","Яна доўга не адказвала, потым прашаптала ціха-ціха.",processed,correct,gemini-3-flash-preview,яна доўга не адказвала потым прашаптала ціхаціха,яна доўга не адказвала потым прашаптала ціхаціха
63,f8f82324eb96f88.mp3,100.0,Не будзе ў нас дзіцяці.,не будзе ў нас дзіцяці.,processed,correct,gemini-2.5-pro,не будзе ў нас дзіцяці,не будзе ў нас дзіцяці
64,af72b33c62375a3.mp3,100.0,"быццам баялася, што хтосьці чужы падслухае тут, у чыстым полі.","Быццам баялася, што хтосьці чужы падслухае тут, у чыстым полі.",processed,correct,imported_csv,быццам баялася што хтосьці чужы падслухае тут у чыстым полі,быццам баялася што хтосьці чужы падслухае тут у чыстым полі
65,39364d321cbef86.mp3,100.0,"Пятро адхіснуўся. Ты, ты.",Пятро адхіснуўся. Ты ты,processed,correct,gemini-2.5-flash-lite,пятро адхіснуўся ты ты,пятро адхіснуўся ты ты
66,06dfe47001d7389.mp3,100.0,Яна на міг зачырванелася.,Яна на міг зачырванелася.,processed,correct,imported_csv,яна на міг зачырванелася,яна на міг зачырванелася
67,155ec015a96e7c3.mp3,100.0,Дурны. Што ты падумаў?, Дурны! Што ты падумаў?,processed,correct,imported_csv,дурны што ты падумаў,дурны што ты падумаў
68,3ea4a9234c6d91b.mp3,100.0,"Само. Ад недаядання, відаць, ад стомленасці, клунак цяжкі.","Само... Ад недаядання відаць, ад стомленасці, клунак цяжкі.",processed,correct,imported_csv,само ад недаядання відаць ад стомленасці клунак цяжкі,само ад недаядання відаць ад стомленасці клунак цяжкі
69,1c9c5509b4468a9.mp3,100.0,"Гэта цяпер так часта ў жанчын, я ведаю.","Гэта цяпер так часта ў жанчын, я ведаю.",processed,correct,imported_csv,гэта цяпер так часта ў жанчын я ведаю,гэта цяпер так часта ў жанчын я ведаю
70,c8d3a497ce4ca03.mp3,100.0,"Мне не трэба было ісці, сама вінаватая.",Мне не трэба было ісці. Сама вінаватая.,processed,correct,imported_csv,мне не трэба было ісці сама вінаватая,мне не трэба было ісці сама вінаватая
71,a7c88e45f913242.mp3,100.0,"Сядзем, я паляжу трохі.",Сядзем. Я паляжу трохі.,processed,correct,gemini-2.5-flash-lite,сядзем я паляжу трохі,сядзем я паляжу трохі
72,693523d6716362b.mp3,100.0,Табе блага? Галава кружыцца., Табе блага? Галава кружыцца.,processed,correct,imported_csv,табе блага галава кружыцца,табе блага галава кружыцца
73,947b613fcc5ab82.mp3,100.0,"Пятро асцярожна памог ёй легчы на траву, спалоханы, разгублены, ён не ведаў, чым дапамагчы яшчэ, што нам рабіць?","Пятро асцярожна памог ёй легчы на траву, спалоханы, разгублены, ён не ведаў, чым дапамагчы яшчэ. Што нам рабіць?",processed,correct,gemini-3-flash-preview,пятро асцярожна памог ёй легчы на траву спалоханы разгублены ён не ведаў чым дапамагчы яшчэ што нам рабіць,пятро асцярожна памог ёй легчы на траву спалоханы разгублены ён не ведаў чым дапамагчы яшчэ што нам рабіць
74,3dc64ec96e82da1.mp3,100.0,"Ідзі, папрасі ў балотнага каня.",ідзі папрасі ў балотнага каня,processed,correct,gemini-2.5-flash-lite,ідзі папрасі ў балотнага каня,ідзі папрасі ў балотнага каня
75,ee412d3b87bce55.mp3,100.0,"Я схавала ў лесе клунак, трэба забраць.",Я схавала ў лесе клунак. Трэба забраць.,processed,correct,gemini-2.5-flash,я схавала ў лесе клунак трэба забраць,я схавала ў лесе клунак трэба забраць
76,1634773f967b469.mp3,100.0,"Цяпер тым больш нам трэба ўсё, што сабрала поле.","Цяпер тым больш нам трэба ўсё, што сабрала поле.",processed,correct,imported_csv,цяпер тым больш нам трэба ўсё што сабрала поле,цяпер тым больш нам трэба ўсё што сабрала поле
77,79663f088fcc6e9.mp3,100.0,"Пакуль я ачуняю, з кім Ленка?","пакуль я ачуняю, з кім Ленка.",processed,correct,gemini-2.5-pro,пакуль я ачуняю з кім ленка,пакуль я ачуняю з кім ленка
78,c0c0f5c352c48d1.mp3,97.5609756097561,"Анісімаў не адказваў,",Данісімаў не адказваў.,processed,incorrect,gemini-2.5-pro,анісімаў не адказваў,данісімаў не адказваў
79,4bdd92107d6c662.mp3,100.0,"чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя,",чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя,processed,correct,imported_csv,чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя,чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя
80,d9ac8148dbfbff3.mp3,100.0,"Ну, а тут? Анісім Пятровіч, паглядзіце, пра што даносіць гэты халуй."," Ну, а тут? Анісім Пятровіч, паглядзіце, пра што даносіць гэты халуй,",processed,correct,imported_csv,ну а тут анісім пятровіч паглядзіце пра што даносіць гэты халуй,ну а тут анісім пятровіч паглядзіце пра што даносіць гэты халуй
81,ee962c974f7a6f7.mp3,100.0,"вушы, твар, і больш шорсткім і калючым рабіўся вожык валасоў.",Вушы твар і больш шорсткім і калючым рабіўся вожык валасоў.,processed,correct,gemini-2.5-flash,вушы твар і больш шорсткім і калючым рабіўся вожык валасоў,вушы твар і больш шорсткім і калючым рабіўся вожык валасоў
82,cb5a8a9e7cb4e7e.mp3,100.0,"фармуліровачкі, Шапятовіч расказвае пра багоў.",фармуліровачкі. Шапятовіч расказвае пра багоў.,processed,correct,gemini-2.5-pro,фармуліровачкі шапятовіч расказвае пра багоў,фармуліровачкі шапятовіч расказвае пра багоў
83,df47e47ad79390b.mp3,100.0,"Замест таго, каб расказваць людзям пра таго, хто каваў нашу вялікую перамогу,",замест таго каб расказваць людзям пра таго хто каваў нашу вялікую перамогу,processed,correct,gemini-2.5-flash-lite,замест таго каб расказваць людзям пра таго хто каваў нашу вялікую перамогу,замест таго каб расказваць людзям пра таго хто каваў нашу вялікую перамогу
84,898852f899cbd69.mp3,100.0,"Гэта ж, гэта ж смеху варта, а?","Гэта ж, гэта ж смеху варта, а?",processed,correct,gemini-3-flash-preview,гэта ж гэта ж смеху варта а,гэта ж гэта ж смеху варта а
85,77a9d6c0f5cac18.mp3,98.55072463768117,"Шапятовіч вывучае гісторыю, захапіўся міфалогіяй, расказвае міфы, Булатаў.","Пятовіч вывучае гісторыю, захапіўся міфалогіяй, расказвае міфы Булатаў.",processed,incorrect,gemini-2.5-pro,шапятовіч вывучае гісторыю захапіўся міфалогіяй расказвае міфы булатаў,пятовіч вывучае гісторыю захапіўся міфалогіяй расказвае міфы булатаў
86,5b73483763ec6c7.mp3,100.0,Вы Сталіна чытаеце?,Вы Сталіна чытаеце?,processed,correct,imported_csv,вы сталіна чытаеце,вы сталіна чытаеце
87,faf6d358f62e39a.mp3,100.0,не разумею. Яно і відаць.,Не разумею. Яно і відаць.,processed,correct,imported_csv,не разумею яно і відаць,не разумею яно і відаць
88,926ebef52d61090.mp3,100.0,"Паўтарыў Лялькевіч словы Анісіма, пра Антэя вы чыталі?",паўтарыў Лялькевіч словы Анісіма. Пра Антэя вы чыталі?,processed,correct,gemini-2.5-pro,паўтарыў лялькевіч словы анісіма пра антэя вы чыталі,паўтарыў лялькевіч словы анісіма пра антэя вы чыталі
89,b88fa30889c1389.mp3,88.57142857142857,Пасаромеліся б пачываць такі данос.,Пасароміліся б падпісваць такі данос.,processed,correct,manual,пасаромеліся б пачываць такі данос,пасароміліся б падпісваць такі данос
90,5e5642c00a5c55a.mp3,100.0,"без адзінага слова, дачытаў да канца заключэнне,",Без адзінага слова дачытаў да канца заключэнне.,processed,correct,gemini-2.5-flash,без адзінага слова дачытаў да канца заключэнне,без адзінага слова дачытаў да канца заключэнне
91,cd0c95eafc25717.mp3,99.2,"складзенае не вельмі пісьменна, потым адкінуўся на спінку крэсла,","Складзена не вельмі пісьменна, потым адкінуўся на спінку крэсла.",processed,correct,gemini-3-flash-preview,складзенае не вельмі пісьменна потым адкінуўся на спінку крэсла,складзена не вельмі пісьменна потым адкінуўся на спінку крэсла
92,f512c2b18fe292e.mp3,100.0,"Ой, Божа мой. Анісімаў моўчкі,","Ой, Божа мой!
Анісімаў моўчкі.",processed,correct,gemini-2.5-flash,ой божа мой анісімаў моўчкі,ой божа мой анісімаў моўчкі
93,90f9203d8bedd76.mp3,96.2962962962963,"сашчапіў пальцы, са скрыпам пацёр далонямі,","зшчапіў пальцы са скрыпам, пацёр далонямі,",processed,correct,manual,сашчапіў пальцы са скрыпам пацёр далонямі,зшчапіў пальцы са скрыпам пацёр далонямі
94,e01a99bbe1029b1.mp3,100.0,"заплюшчыў вочы, як ад моцнага прыступіўшага болю.","Заплюшчыў вочы, як ад моцнага прыступіўшага болю.",processed,correct,imported_csv,заплюшчыў вочы як ад моцнага прыступіўшага болю,заплюшчыў вочы як ад моцнага прыступіўшага болю
95,f175efbd479d522.mp3,100.0,"Сказаў шэптам, але такім, што Лялькевіч спалохаўся.","Сказаў шэптам, але такім, што Лялькевіч спалохаўся.",processed,correct,imported_csv,сказаў шэптам але такім што лялькевіч спалохаўся,сказаў шэптам але такім што лялькевіч спалохаўся
96,aae03f622412d8f.mp3,100.0,Аднойчы пасля вось такога шэпту ў Анісіма Пятровіча здарыўся сардэчны прыпадак.,Аднойчы пасля вось такога шэпту ў Анісіма Пятровіча здарыўся сардэчны прыпадак.,processed,correct,gemini-2.5-pro,аднойчы пасля вось такога шэпту ў анісіма пятровіча здарыўся сардэчны прыпадак,аднойчы пасля вось такога шэпту ў анісіма пятровіча здарыўся сардэчны прыпадак
