id,path,model_name,hyp_text,score,is_best,ref_text
15,644f7174248878d.mp3,imported_gemini-2.5-pro,"Не то арла, які хацеў украсці мішку і панесці далёка-далёка.",100.0,True,"не то арла, які хацеў украсці Мішку, і панесці далёка-далёка."
16,7450eb79f6992a1.mp3,imported_gemini-3-flash-preview,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.,100.0,True,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.
17,9f55255f49232b9.mp3,imported_manual,"Яму хочацца, каб дачын галасок.",95.08196721311475,True,"І яму хочацца, каб даччын галасок,"
18,5a0e8044e617339.mp3,imported_csv,Як срэбны званочак не сціхаў ні на хвіліну.,100.0,True,"як срэбны званочак, не сціхаў ні на хвіліну."
19,6a60add2c9bc424.mp3,imported_manual,Бясконцыя пытанні часам раздражнялі.,95.89041095890411,True,Бясконцыя пытанні яе часам раздражнялі.
20,07e1ea632b39673.mp3,imported_gemini-2.5-pro,"Калі ён аставаўся з Ленкай дома, у змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі.",97.46192893401016,False,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі і быў заняты работай: гісторыяй, сшыткамі, канспектамі."
20,07e1ea632b39673.mp3,gemini-2.5-flash,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі,",98.47715736040608,True,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі і быў заняты работай: гісторыяй, сшыткамі, канспектамі."
20,07e1ea632b39673.mp3,gemini-2.5-pro,"Калі ён заставаўся з Ленкай дома, у змрочным пакоі быў заняты работай, гісторыяй, шыткамі, канспектамі.",96.96969696969697,False,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі і быў заняты работай: гісторыяй, сшыткамі, канспектамі."
21,4334f36931b0524.mp3,imported_csv,"Авось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе.",99.29078014184397,True,"А вось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе."
22,04854eb3fabbe34.mp3,imported_manual,нямала з ёю клопату. Але ўсё адно адпачываеш.,96.55172413793103,True,"Нямала з ёю клопатаў, але ўсё адно адпачываеш."
23,63167eb63e885c9.mp3,imported_csv,"Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць.",100.0,True,"Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць."
24,68babb5e4af5ffe.mp3,imported_gemini-2.5-pro,"Калі вячэралі, разбілі гладыш з сыраквашай.",100.0,True,"Калі вячэралі, разбілі гладыш з сыраквашай,"
25,53730ffca098dc7.mp3,imported_csv,"якую Саша купіла ім, галоўны іх харчовы запас.",100.0,True,"якую Саша купіла ім, галоўны іх харчовы запас."
26,26c370cd6ed886c.mp3,imported_csv,дзе коратка там і б'ецца,100.0,True,"Дзе коратка, там і б'ецца."
27,e1f3feaf89dc665.mp3,imported_gemini-2.5-pro,Не смешна і сумна.,100.0,True,Не смешна і сумна.
27,e1f3feaf89dc665.mp3,gemini-2.5-flash,Не смешна і сумна.,100.0,False,Не смешна і сумна.
27,e1f3feaf89dc665.mp3,gemini-2.5-pro,Не смешна і сумна.,100.0,False,Не смешна і сумна.
28,d9abf383776e262.mp3,imported_csv,але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,100.0,True,"Але асабліва кранула, што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,"
29,94f615384e9261f.mp3,imported_gemini-2.5-flash-lite,"Нават заплакала, дзе мамка",100.0,True,нават заплакала: Дзе мамка?
30,f261e9c30534588.mp3,imported_csv," Нічога, гладыш разбіўся на шчасце.",100.0,True,"Нічога, гладыш разбіўся на шчасце."
31,db3938107813736.mp3,imported_manual,"Мамка, заўтра прыляціць пчолка з багатым",96.2962962962963,False,"Мамка, заўтра прыляціць як пчолка з багатым"
31,db3938107813736.mp3,gemini-2.5-flash,"Мамка, завтра прилетит пчёлка с богатым",72.5,False,"Мамка, заўтра прыляціць як пчолка з багатым"
31,db3938107813736.mp3,gemini-2.5-pro,"Мамка, заўтра прыляціць як пчолка з багатым",100.0,True,"Мамка, заўтра прыляціць як пчолка з багатым"
32,3b1d1fb7e118161.mp3,imported_gemini-2.5-pro,"ўзяткам, раніцою, як болевы прыступ.",100.0,True,"ўзяткам, раніцою, як болевы прыступ."
32,3b1d1fb7e118161.mp3,gemini-2.5-flash,ўзяткам. Граніцою як болевы прыступ.,98.50746268656717,False,"ўзяткам, раніцою, як болевы прыступ."
32,3b1d1fb7e118161.mp3,gemini-2.5-pro,"ўзяткам. Арніцою, як болівы прыступ.",93.93939393939394,False,"ўзяткам, раніцою, як болевы прыступ."
33,3f3894e53338ed1.mp3,imported_csv,"Трывога за Сашу нечаканая, незразумелая, чаму, што здарылася.",100.0,True,"трывога за Сашу, нечаканая, незразумелая, чаму, што здарылася."
34,c31e45e214d6b04.mp3,imported_csv,Жанчына пайшла ў госці ў роднае сяло.,100.0,True,"Жанчына пайшла ў госці ў роднае сяло,"
35,21463e8e7df25c2.mp3,imported_gemini-2.5-flash-lite,"Але так казаў розум, а сэрца",100.0,True,"але так казаў розум, а сэрца,"
36,e24a9e334fc1caf.mp3,imported_csv,З сэрцам нельга зладзіць.,100.0,True,з сэрцам нельга зладзіць.
37,75cb44d5e5dde0c.mp3,imported_csv,"Знікла радасць, пабляклі фарбы вясны.",100.0,True,"Знікла радасць, пабляклі фарбы вясны."
38,1152343c20383c1.mp3,imported_gemini-2.5-flash-lite,"Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то так сама суцішылася, засумавала. Раз пораз пытала, калі прыйдзе мамка.",99.17355371900827,True,"Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то таксама суцішылася, засумавала, раз-пораз пытала, калі прыйдзе мамка."
39,a043ec00fd3f403.mp3,imported_gemini-3-flash-preview,"Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу.",100.0,True,"Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу."
40,beae4119e50daf5.mp3,imported_csv,"Ішлі доўга, павольна, сядзелі на дарозе, чакалі.",100.0,True,"Ішлі доўга, павольна, сядзелі на дарозе, чакалі."
41,f31db31806e271b.mp3,imported_csv,"І трывога расла, як снежны ком у гарах.",100.0,True,"І трывога расла, як снежны ком у гарах."
42,53ac763c96c00d2.mp3,imported_gemini-3-flash-preview,"Сонца даўно схілілася з поўдня, наступаў надвячорак, а Саша не ішла.",100.0,True,"Сонца даўно схілілася з поўдня, наступаў надвячорак, а Саша не ішла."
43,9c90d9b7b5eb710.mp3,imported_csv,"Неспакой, мабыць, перадаўся і малой. Яна пачала плакаць.",100.0,True,"Неспакой, мабыць, перадаўся і малой, яна пачала плакаць."
44,c2d5a2f7563eade.mp3,imported_csv,"О, як гэта пакутліва, калі на душы так трывожна, а тут яшчэ пачынае плакаць галоднае, зморанае на сонцы дзіця!",99.52606635071089,True,"Ой, як гэта пакутліва, калі на душы так трывожна, а тут яшчэ пачынае плакаць галоднае, зморанае на сонцы дзіця."
45,54b94a33ef0989c.mp3,imported_csv,"Дайшоўшы да панізоўя,",100.0,True,"Дайшоўшы да панізоўя,"
46,2e69635cb2e03e9.mp3,imported_csv,"А сам ужо амаль бягом кінуўся далей па дарозе,",100.0,True,"а сам ужо амаль бягом кінуўся далей па дарозе,"
47,84f0d6c30812023.mp3,imported_gemini-2.5-pro,Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы.,100.0,True,Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы.
47,84f0d6c30812023.mp3,gemini-2.5-flash,Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы,100.0,False,Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы.
47,84f0d6c30812023.mp3,gemini-2.5-pro,"Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы,",100.0,False,Пятро з неймавернай цяжкасцю ўмаліў Ленку астацца ў настаўніцы іх школы.
48,e45163371204da6.mp3,imported_csv,па якой павінна вярнуцца жонка.,100.0,True,па якой павінна вярнуцца жонка.
49,704f823b6d10f31.mp3,imported_gemini-2.5-flash,"Выбегшы з сасонніку ўбачыў у полі на пустой дарозе адзінокую постаць, далёку пазнаў яна.",99.42196531791907,True,"Выбегшы з сасонніку, ўбачыў у полі на пустой дарозе адзінокую постаць, здалёку пазнаў: яна."
50,16712bb3a2f272f.mp3,imported_gemini-2.5-pro,"Адразу адлягло ад сэрца. Нарэшце. Спыніўся, выцер пот.",100.0,True,"Адразу адлягло ад сэрца. Нарэшце. Спыніўся, выцер пот."
51,ed5dc47f98f88df.mp3,imported_csv,"Але чаму Саша ідзе так павольна і як бы хістаецца, так змарылася гаротная?",100.0,True,"Але чаму Саша ідзе так павольна і як бы хістаецца, так змарылася, гаротная."
52,fc2a1efc09ce406.mp3,imported_gemini-2.5-flash,"Хутчэй памагчы забраць клунак. Пабег і за якія пяць крокаў спыніўся, уражаны, спалоханы.",100.0,True,"Хутчэй памагчы, забраць клунак. Пабег і за якія пяць крокаў спыніўся, уражаны, спалоханы."
53,84a947e3cdf767d.mp3,imported_manual,Саша была бясклунка і бледная-бледная.,93.15068493150685,True,Саша была без клунка і бледная-бледная.
54,276dd9d74eec068.mp3,imported_csv,"Думкі, адна страшнейшая за другую, бліснулі ў галаве: Што з табой?",100.0,True,"Думкі, адна страшнейшая за другую, бліснулі ў галаве: што з табой?"
55,94e594c5e1fcb86.mp3,imported_csv,цябе ж пазнаць цяжка,100.0,True,Цябе ж пазнаць цяжка.
56,46687219ee808e0.mp3,imported_csv,Саша сумна ўсміхнулася.,100.0,True,Саша сумна ўсміхнулася.
57,70ef3799da6cf7d.mp3,imported_gemini-2.5-flash,І гэтая хоць і дзіўная ўсмешка трохі супакоіла.,100.0,True,"І гэтая, хоць і дзіўная, ўсмешка трохі супакоіла."
58,cb956ce7b911465.mp3,imported_csv, Што з табой?  Захварэла.,100.0,True,Што з табой? Захварэла.
59,796dd15c5e359b7.mp3,imported_csv,"Але здалося, што яна хоча сесці на траву. Ён падбег, падтрымаў. Яна прыпала тварам да пляча, горача дыхала ў шыю.",100.0,True,"Але здалося, што яна хоча сесці на траву. Ён падбег, падтрымаў, яна прыпала тварам да пляча, горача дыхала ў шыю."
60,8abb27ce45ced12.mp3,imported_csv, У дарозе? Што ў цябе баліць?,100.0,True,У дарозе? Што ў цябе баліць?
61,68a0eee0d32be14.mp3,imported_csv, Нічога. Заўсёды ты з загадкамі.,100.0,True,Нічога. Заўсёды ты з загадкамі.
62,68167fcc00aebec.mp3,imported_gemini-3-flash-preview,"Яна доўга не адказвала, потым прашаптала ціха-ціха.",100.0,True,"Яна доўга не адказвала, потым прашаптала ціха-ціха,"
63,f8f82324eb96f88.mp3,imported_gemini-2.5-pro,не будзе ў нас дзіцяці.,100.0,True,Не будзе ў нас дзіцяці.
64,af72b33c62375a3.mp3,imported_csv,"Быццам баялася, што хтосьці чужы падслухае тут, у чыстым полі.",100.0,True,"быццам баялася, што хтосьці чужы падслухае тут, у чыстым полі."
65,39364d321cbef86.mp3,imported_gemini-2.5-flash-lite,Пятро адхіснуўся. Ты ты,100.0,True,"Пятро адхіснуўся. Ты, ты."
66,06dfe47001d7389.mp3,imported_csv,Яна на міг зачырванелася.,100.0,True,Яна на міг зачырванелася.
67,155ec015a96e7c3.mp3,imported_csv, Дурны! Што ты падумаў?,100.0,True,Дурны. Што ты падумаў?
68,3ea4a9234c6d91b.mp3,imported_csv,"Само... Ад недаядання відаць, ад стомленасці, клунак цяжкі.",100.0,True,"Само. Ад недаядання, відаць, ад стомленасці, клунак цяжкі."
69,1c9c5509b4468a9.mp3,imported_csv,"Гэта цяпер так часта ў жанчын, я ведаю.",100.0,True,"Гэта цяпер так часта ў жанчын, я ведаю."
70,c8d3a497ce4ca03.mp3,imported_csv,Мне не трэба было ісці. Сама вінаватая.,100.0,True,"Мне не трэба было ісці, сама вінаватая."
71,a7c88e45f913242.mp3,imported_gemini-2.5-flash-lite,Сядзем. Я паляжу трохі.,100.0,True,"Сядзем, я паляжу трохі."
72,693523d6716362b.mp3,imported_csv, Табе блага? Галава кружыцца.,100.0,True,Табе блага? Галава кружыцца.
73,947b613fcc5ab82.mp3,imported_gemini-3-flash-preview,"Пятро асцярожна памог ёй легчы на траву, спалоханы, разгублены, ён не ведаў, чым дапамагчы яшчэ. Што нам рабіць?",100.0,True,"Пятро асцярожна памог ёй легчы на траву, спалоханы, разгублены, ён не ведаў, чым дапамагчы яшчэ, што нам рабіць?"
74,3dc64ec96e82da1.mp3,imported_gemini-2.5-flash-lite,ідзі папрасі ў балотнага каня,100.0,True,"Ідзі, папрасі ў балотнага каня."
75,ee412d3b87bce55.mp3,imported_gemini-2.5-flash,Я схавала ў лесе клунак. Трэба забраць.,100.0,True,"Я схавала ў лесе клунак, трэба забраць."
76,1634773f967b469.mp3,imported_csv,"Цяпер тым больш нам трэба ўсё, што сабрала поле.",100.0,True,"Цяпер тым больш нам трэба ўсё, што сабрала поле."
77,79663f088fcc6e9.mp3,imported_gemini-2.5-pro,"пакуль я ачуняю, з кім Ленка.",100.0,True,"Пакуль я ачуняю, з кім Ленка?"
78,c0c0f5c352c48d1.mp3,imported_gemini-2.5-pro,Данісімаў не адказваў.,97.5609756097561,True,"Анісімаў не адказваў,"
78,c0c0f5c352c48d1.mp3,gemini-2.5-flash,Нісімаў не адказваў,97.43589743589743,False,"Анісімаў не адказваў,"
78,c0c0f5c352c48d1.mp3,gemini-2.5-pro,на нічым не адказваў.,80.0,False,"Анісімаў не адказваў,"
79,4bdd92107d6c662.mp3,imported_csv,чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя,100.0,True,"чытаў моўчкі і толькі ўсё больш і больш барвавелі яго шыя,"
80,d9ac8148dbfbff3.mp3,imported_csv," Ну, а тут? Анісім Пятровіч, паглядзіце, пра што даносіць гэты халуй,",100.0,True,"Ну, а тут? Анісім Пятровіч, паглядзіце, пра што даносіць гэты халуй."
81,ee962c974f7a6f7.mp3,imported_gemini-2.5-flash,Вушы твар і больш шорсткім і калючым рабіўся вожык валасоў.,100.0,True,"вушы, твар, і больш шорсткім і калючым рабіўся вожык валасоў."
82,cb5a8a9e7cb4e7e.mp3,imported_gemini-2.5-pro,фармуліровачкі. Шапятовіч расказвае пра багоў.,100.0,True,"фармуліровачкі, Шапятовіч расказвае пра багоў."
83,df47e47ad79390b.mp3,imported_gemini-2.5-flash-lite,замест таго каб расказваць людзям пра таго хто каваў нашу вялікую перамогу,100.0,True,"Замест таго, каб расказваць людзям пра таго, хто каваў нашу вялікую перамогу,"
84,898852f899cbd69.mp3,imported_gemini-3-flash-preview,"Гэта ж, гэта ж смеху варта, а?",100.0,True,"Гэта ж, гэта ж смеху варта, а?"
85,77a9d6c0f5cac18.mp3,imported_gemini-2.5-pro,"Пятовіч вывучае гісторыю, захапіўся міфалогіяй, расказвае міфы Булатаў.",98.55072463768117,True,"Шапятовіч вывучае гісторыю, захапіўся міфалогіяй, расказвае міфы, Булатаў."
86,5b73483763ec6c7.mp3,imported_csv,Вы Сталіна чытаеце?,100.0,True,Вы Сталіна чытаеце?
87,faf6d358f62e39a.mp3,imported_csv,Не разумею. Яно і відаць.,100.0,True,не разумею. Яно і відаць.
88,926ebef52d61090.mp3,imported_gemini-2.5-pro,паўтарыў Лялькевіч словы Анісіма. Пра Антэя вы чыталі?,100.0,True,"Паўтарыў Лялькевіч словы Анісіма, пра Антэя вы чыталі?"
89,b88fa30889c1389.mp3,imported_manual,Пасароміліся б падпісваць такі данос.,88.57142857142857,True,Пасаромеліся б пачываць такі данос.
90,5e5642c00a5c55a.mp3,imported_gemini-2.5-flash,Без адзінага слова дачытаў да канца заключэнне.,100.0,True,"без адзінага слова, дачытаў да канца заключэнне,"
91,cd0c95eafc25717.mp3,imported_gemini-3-flash-preview,"Складзена не вельмі пісьменна, потым адкінуўся на спінку крэсла.",99.2,True,"складзенае не вельмі пісьменна, потым адкінуўся на спінку крэсла,"
92,f512c2b18fe292e.mp3,imported_gemini-2.5-flash,"Ой, Божа мой!
Анісімаў моўчкі.",100.0,True,"Ой, Божа мой. Анісімаў моўчкі,"
93,90f9203d8bedd76.mp3,imported_manual,"зшчапіў пальцы са скрыпам, пацёр далонямі,",96.2962962962963,True,"сашчапіў пальцы, са скрыпам пацёр далонямі,"
94,e01a99bbe1029b1.mp3,imported_csv,"Заплюшчыў вочы, як ад моцнага прыступіўшага болю.",100.0,True,"заплюшчыў вочы, як ад моцнага прыступіўшага болю."
95,f175efbd479d522.mp3,imported_csv,"Сказаў шэптам, але такім, што Лялькевіч спалохаўся.",100.0,True,"Сказаў шэптам, але такім, што Лялькевіч спалохаўся."
96,aae03f622412d8f.mp3,imported_gemini-2.5-pro,Аднойчы пасля вось такога шэпту ў Анісіма Пятровіча здарыўся сардэчны прыпадак.,100.0,True,Аднойчы пасля вось такога шэпту ў Анісіма Пятровіча здарыўся сардэчны прыпадак.
97,cac59cdc76af2d0.mp3,imported_manual,Латэў.,66.66666666666667,True,Булатаў.
98,9ce011e7e475f5d.mp3,imported_csv,Я вам напомню.,100.0,True,Я вам напомню.
99,23e9ed92ed42e3d.mp3,imported_gemini-2.5-flash-lite,За што вас панізілі ў званні і запісалі вымову,100.0,True,За што вас панізілі ў званні і запісалі вымову.
100,3831f5e26a3bc00.mp3,imported_csv,"Дык я вам скажу, булатаў.",100.0,True,"Дык я вам скажу, Булатаў."
101,4697ca94d1bf42a.mp3,imported_csv, За перавышэнне ўлады і за трусасць!,100.0,True,За перавышэнне ўлады і за трусасць.
102,08385b2d58776dd.mp3,imported_csv,Пакуль я тут сяджу,100.0,True,"Пакуль я тут сяджу,"
103,d8383781eba089c.mp3,imported_gemini-2.5-pro,Ох! Не зробіце. Кажу вам праўду.,81.81818181818181,False,"Не, Булатаў. Не зробіце, кажу вам праўду."
103,d8383781eba089c.mp3,gemini-2.5-flash,не зробіце. Кажу вам праўду,82.53968253968253,True,"Не, Булатаў. Не зробіце, кажу вам праўду."
103,d8383781eba089c.mp3,gemini-2.5-pro,не зробіце. Кажу вам праўду.,82.53968253968253,False,"Не, Булатаў. Не зробіце, кажу вам праўду."
104,02c4bdea73ca287.mp3,imported_gemini-3-flash-preview,"Падумайце, пакуль вы ў радах партыі.",100.0,True,"Падумайце, пакуль вы ў радах партыі."
105,c6e3d37486ec3fa.mp3,imported_manual,Вы не зробіце кар'еры на падобных правакацыях. Не было таго.,87.12871287128714,False,вы не зробіце кар'еры на падобных правакацыях.
105,c6e3d37486ec3fa.mp3,gemini-2.5-flash,"Вы не зробіце кар'еры на падобных правакацыях. Не, булата.",89.79591836734694,True,вы не зробіце кар'еры на падобных правакацыях.
105,c6e3d37486ec3fa.mp3,gemini-2.5-pro,Вы не зробіце кар'еры на падобных правакацыях. Не было та,88.88888888888889,False,вы не зробіце кар'еры на падобных правакацыях.
106,0503af1672d9d80.mp3,imported_gemini-2.5-pro,Вось так.,66.66666666666667,True,Вось так. Булатаў.
106,0503af1672d9d80.mp3,gemini-2.5-flash,вось так вось так,66.66666666666667,False,Вось так. Булатаў.
106,0503af1672d9d80.mp3,gemini-2.5-pro,Вось так.,66.66666666666667,False,Вось так. Булатаў.
107,f93752e0e9ef2c7.mp3,imported_csv,Можаце ісці!,100.0,True,Можаце ісці.
108,00daa34cca9e828.mp3,imported_manual,Булатаў дрыжачай рукой пацягнуў,83.78378378378379,True,"Булатаў дрыжачай рукой пацягнуўся за папкай,"
108,00daa34cca9e828.mp3,gemini-2.5-flash,Булатов дрыжачай рукою пацягнуў,75.67567567567568,False,"Булатаў дрыжачай рукой пацягнуўся за папкай,"
108,00daa34cca9e828.mp3,gemini-2.5-pro,Булатаў дрыжачай рукой пацягнуў.,83.78378378378379,False,"Булатаў дрыжачай рукой пацягнуўся за папкай,"
109,0f773460a0cb523.mp3,imported_csv,А цяпер я вас не затрымліваю.,100.0,True,А цяпер я вас не затрымліваю.
110,78f7e4821ebc917.mp3,imported_manual,Бацька Анісіма ў рэзка адштурхнуўся ад спінкі крэсла.,91.66666666666666,True,"Анісімаў рэзка адштурхнуўся ад спінкі крэсла,"
110,78f7e4821ebc917.mp3,gemini-2.5-flash,папка Анісіма ўрэзка адштурхнуўся ад спінкі крэсла,91.48936170212765,False,"Анісімаў рэзка адштурхнуўся ад спінкі крэсла,"
110,78f7e4821ebc917.mp3,gemini-2.5-pro,Бацька Анісіма ў рэзка адштурхнуўся ад спінкі крэсла.,91.66666666666666,False,"Анісімаў рэзка адштурхнуўся ад спінкі крэсла,"
111,33ed4a5dea5a518.mp3,imported_gemini-2.5-pro,"Расшчапіў пальцы, паклаў рукі на паперу.",97.36842105263158,True,"расшчапіў пальцы, паклаў рукі на паперы."
111,33ed4a5dea5a518.mp3,gemini-2.5-flash,"Расчапіў пальцы, паклаў рукі на папер",97.2972972972973,False,"расшчапіў пальцы, паклаў рукі на паперы."
111,33ed4a5dea5a518.mp3,gemini-2.5-pro,"расшчапіў пальцы, паклаў рукі на паперу.",97.36842105263158,False,"расшчапіў пальцы, паклаў рукі на паперы."
112,76df50dcfd68241.mp3,imported_csv,У маім сейфе.,100.0,True,У маім сейфе.
113,af074386f2f9336.mp3,imported_csv," Не, гэта застанецца ў мяне.",100.0,True,Не. Гэта застанецца ў мяне.
114,8ee11ce4a423638.mp3,imported_gemini-2.5-flash,"Больш надзейна, ведаеце, каб не было спакусы вам блатаў.",99.06542056074767,True,"Больш надзейна, ведаеце, каб не было спакусы вам, Булатаў."
115,8a86061c511ef1d.mp3,imported_gemini-2.5-flash,Прашу. І паказаў вачамі на дзверы.,100.0,True,Прашу! І паказаў вачамі на дзверы.
116,80d077776436640.mp3,imported_csv,капітан нейкі момант вагаўся як бы жадаючы нешта сказаць і не знаходзячы патрэбных слоў,100.0,True,"Капітан нейкі момант вагаўся, як бы жадаючы нешта сказаць і не знаходзячы патрэбных слоў,"
117,e01efc8c6d27ca4.mp3,imported_csv,"Потым павярнуўся па-вайсковаму, шчоўкнуў абцасамі і закрочыў, высока выкідваючы ногі.",100.0,True,"потым павярнуўся па-вайсковаму, шчоўкнуў абцасамі і закрочыў высока выкідваючы ногі,"
118,fdd32b8f6fc202f.mp3,imported_csv,Але дзверы за сабой зачыніў асцярожна.,100.0,True,"але дзверы за сабой зачыніў асцярожна,"
119,caabda7bb5979ef.mp3,imported_csv,Без груку.,100.0,True,без груку.
120,a523f1fc2d3cccb.mp3,imported_gemini-3-flash-preview,"Анісімаў усё тым жа шэптам, быццам баючыся...",100.0,True,"Анісімаў усё тым жа шэптам, быццам баючыся,"
121,0a37453d48ec8a6.mp3,imported_csv,што звычайны голас можа нешта разбурыць у ім самім ці навокал,100.0,True,"што звычайны голас можа нешта разбурыць у ім самім ці навокал,"
122,5f7b34136421441.mp3,imported_gemini-2.5-pro,папрасіў Лялькевіча: накапай ты мне валяр'яначкі.,100.0,True,папрасіў Лялькевіча: Накапай ты мне валяр'яначкі.
123,a4d4e3dbd86ec75.mp3,imported_csv,"Уладзімір Іванавіч ведаў, што аптэчка стаіць на падкаконніку за шторай",99.27007299270073,True,"Уладзімір Іванавіч ведаў, што аптэчка стаіць на падаконніку за шторай,"
124,4e3890e194a863e.mp3,imported_manual,"налеў у шклянку вады, з піпеткі капнуў 20 кропель бурштынавага зелля.",91.42857142857143,True,"наліў у шклянку вады, з піпеткі капнуў дваццаць кропель бурштынавага зелля."
125,9d792eeaabe742a.mp3,imported_gemini-2.5-flash,"Анісімаў выпіў, глыбока ўздыхнуў.",100.0,True,"Анісімаў выпіў, глыбока ўздыхнуў,"
126,e00624f832d0971.mp3,imported_manual,Крахтануў.,88.88888888888889,True,"крактануў,"
