id,path,model_name,hyp_text,score,is_best,ref_text
10,698bf0abcffe6a5.mp3,imported_batch_gemini-2.5-flash,"Ну і ім была брудная некалі белая хустка, сіні фартух, грубыя пантофлі.",97.01492537313433,False,"На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі."
10,698bf0abcffe6a5.mp3,imported_csv,"На ім была брудная, некалі белая хустка, сіні фортух, грубыя пантофлі.",98.48484848484848,False,"На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі."
10,698bf0abcffe6a5.mp3,imported_gemini-2.5-pro,"На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі.",100.0,False,"На ім была брудная, некалі белая хустка, сіні фартух, грубыя пантофлі."
11,cf8580077e1650a.mp3,gemini-2.5-pro,То была наша прыбіральшчыца Мацільда Штос.,100.0,True,То была наша прыбіральшчыца Мацільда Штос.
11,cf8580077e1650a.mp3,gemini-2.5-flash,То была наша прыбіральшчыца Мацільда Штос.,100.0,False,То была наша прыбіральшчыца Мацільда Штос.
11,cf8580077e1650a.mp3,imported_batch_gemini-2.5-flash,То была наша прыбіральшчыца Мацільда Штос.,100.0,False,То была наша прыбіральшчыца Мацільда Штос.
11,cf8580077e1650a.mp3,imported_csv,"То была наша прыбіральшчыца Мацільда, што з",96.3855421686747,False,То была наша прыбіральшчыца Мацільда Штос.
11,cf8580077e1650a.mp3,imported_gemini-2.5-pro,То была наша прыбіральшчыца Мацільда Штос.,100.0,False,То была наша прыбіральшчыца Мацільда Штос.
12,fed5f2904969bff.mp3,gemini-2.5-pro,"Я хвілінку пастаяў, пазіраючы на яе.",100.0,True,"Я хвілінку пастаяў, пазіраючы на яе."
12,fed5f2904969bff.mp3,gemini-2.5-flash,"Я хвілінку пастаяў, пазіраючы на яе.",100.0,False,"Я хвілінку пастаяў, пазіраючы на яе."
12,fed5f2904969bff.mp3,imported_batch_gemini-2.5-flash,"Я хвілінку пастаяў, пазіраючы на яе.",100.0,False,"Я хвілінку пастаяў, пазіраючы на яе."
12,fed5f2904969bff.mp3,imported_csv,"Я хвілінку пастаяў, пазіраючы на яе.",100.0,False,"Я хвілінку пастаяў, пазіраючы на яе."
12,fed5f2904969bff.mp3,imported_gemini-2.5-pro,"Я хвілінку пастаяў, пазіраючы на яе.",100.0,False,"Я хвілінку пастаяў, пазіраючы на яе."
13,727c1ffde6240ad.mp3,gemini-2.5-pro,"З грацыяй бегемота, яна сноўдалася паміж радыятарамі аўтамабіляў.",100.0,True,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў
13,727c1ffde6240ad.mp3,gemini-2.5-flash,З грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў.,96.0,False,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў
13,727c1ffde6240ad.mp3,imported_batch_gemini-2.5-flash,З грацыі бегемота яна снаўдалася паміж радыятарамі аўтамабіляў.,96.0,False,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў
13,727c1ffde6240ad.mp3,imported_csv,"З грацыі бегемота яна сноўдалася паміж радыятарамі аўтамабіляў,",97.6,False,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў
13,727c1ffde6240ad.mp3,imported_gemini-2.5-pro,"З грацыяй бегемота, яна сноўдалася паміж радыятарамі аўтамабіляў.",100.0,False,З грацыяй бегемота яна сноўдалася паміж радыятарамі аўтамабіляў
14,c63d36d407c10d2.mp3,gemini-2.5-pro,На стале каля акна стаялі дзве бутэлькі каньяку.,100.0,True,На стале каля акна стаялі дзве бутэлькі каньяку.
14,c63d36d407c10d2.mp3,gemini-2.5-flash,На стале каля акна стаялі дзве бутэлькі каньяку.,100.0,False,На стале каля акна стаялі дзве бутэлькі каньяку.
14,c63d36d407c10d2.mp3,imported_batch_gemini-2.5-flash,На стале каля акна стаялі дзве бутэлькі каньяку.,100.0,False,На стале каля акна стаялі дзве бутэлькі каньяку.
14,c63d36d407c10d2.mp3,imported_csv,На стале каля акна стаялі дзве бутэлькі каньяку.,100.0,False,На стале каля акна стаялі дзве бутэлькі каньяку.
14,c63d36d407c10d2.mp3,imported_gemini-2.5-pro,На стале каля акна стаялі дзве бутэлькі каньяку.,100.0,False,На стале каля акна стаялі дзве бутэлькі каньяку.
15,ffa2de1f9608970.mp3,gemini-2.5-pro,"Адна ўжо была, амаль пустая.",100.0,True,Адна ўжо была амаль пустая.
15,ffa2de1f9608970.mp3,gemini-2.5-flash,Адна ўжо была [смех] амаль пустая.,91.22807017543859,False,Адна ўжо была амаль пустая.
15,ffa2de1f9608970.mp3,imported_batch_gemini-2.5-flash,Адна ўжо была [смех] амаль пустая.,91.22807017543859,False,Адна ўжо была амаль пустая.
15,ffa2de1f9608970.mp3,imported_csv,адна ўжо была ха амаль пустая,94.54545454545455,False,Адна ўжо была амаль пустая.
15,ffa2de1f9608970.mp3,imported_gemini-2.5-pro,"Адна ўжо была, амаль пустая.",100.0,False,Адна ўжо была амаль пустая.
16,cee4a93191a730b.mp3,gemini-2.5-pro,Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе.,100.0,True,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе."
16,cee4a93191a730b.mp3,gemini-2.5-flash,Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе.,100.0,False,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе."
16,cee4a93191a730b.mp3,imported_batch_gemini-2.5-flash,Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе.,100.0,False,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе."
16,cee4a93191a730b.mp3,imported_csv,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе.",100.0,False,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе."
16,cee4a93191a730b.mp3,imported_gemini-2.5-pro,Учора ўвечары яна была яшчэ поўная. Я тады забыўся схаваць яе.,100.0,False,"Учора ўвечары яна была яшчэ поўная, я тады забыўся схаваць яе."
17,2cc03c2f0a19307.mp3,gemini-2.5-pro,"Але храўштос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.84172661870504,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,gemini-2.5-flash,"Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.87234042553192,True,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,imported_batch_gemini-2.5-flash,"Але храў штось. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла.",97.87234042553192,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,imported_csv,"Але храў што-с! Спеў абарваўся, венік упаў долу, шчаслівая усмешка пагасла,",97.14285714285714,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,gemini-3-flash-preview,"Але Хрыстос… спеў абарваўся, Венік упаў долу, шчаслівая ўсмешка пагасла.",94.20289855072464,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,imported_batch_gemini-3-flash-preview,"Вось вербальная транскрыпцыя аўдыя:

— Але Храўстос...

Спеў абарваўся, Венік упаў долу, шчаслівая ўсмешка пагасла.",77.01149425287358,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
17,2cc03c2f0a19307.mp3,gemini-3-pro-preview,"Але Хрыстос... спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла",94.20289855072464,False,"Але, фраў Штос. Спеў абарваўся, венік упаў долу, шчаслівая ўсмешка пагасла."
18,650414f63d2b278.mp3,gemini-2.5-pro,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда,100.0,True,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
18,650414f63d2b278.mp3,gemini-2.5-flash,Цяпер я стаў прывідам. Езус Хрыстус! Маціль!,97.61904761904762,False,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
18,650414f63d2b278.mp3,imported_batch_gemini-2.5-flash,Цяпер я стаў прывідам. Езус Хрыстус! Маціль!,97.61904761904762,False,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
18,650414f63d2b278.mp3,imported_csv,"Цяпер я стаў прывідам. Я з'юс Хрыстус. Мацільда,",94.25287356321839,False,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
18,650414f63d2b278.mp3,gemini-3-flash-preview,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда...,100.0,False,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
18,650414f63d2b278.mp3,imported_batch_gemini-3-flash-preview,"Цяпер я стаў прывідам, Езус Хрыстус, Мацільда.",100.0,False,Цяпер я стаў прывідам. Езус Хрыстус! Мацільда
19,e7d750648714e8c.mp3,gemini-2.5-pro,"Так рана, я вас не чакала. Разумею. Добра пайшло.",100.0,True,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,gemini-2.5-flash,Так рана. Я вас не чакала. Разумею. Добра пайшло.,100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,imported_batch_gemini-2.5-flash,Так рана. Я вас не чакала. Разумею. Добра пайшло.,100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,imported_csv,Так рана я вас не чакала. Разумею. Добра пайшло.,100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
19,e7d750648714e8c.mp3,imported_gemini-2.5-pro,"Так рана, я вас не чакала. Разумею. Добра пайшло.",100.0,False,"Так рана, я вас не чакала. Разумею. Добра пайшло?"
20,b2bf926d6068421.mp3,gemini-2.5-pro,"Ай, добра. Але ж няёмка. Яна выцерла губы.",86.8421052631579,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,gemini-2.5-flash,"Ай, добра. Гэта ж неёмка. Не, яна выцерла губы.",82.5,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,imported_batch_gemini-2.5-flash,"Ай, добра. Гэта ж неёмка. Не, яна выцерла губы.",82.5,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,imported_csv," Ой, добра! Але ж няёмка!  і яна выцерла губы.",82.05128205128204,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,gemini-3-flash-preview,"— Ах, добра... Аж неёмка. 
Яна выцерла губы.",87.67123287671232,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,imported_batch_gemini-3-flash-preview,"— А-а-ай, добра! Але ж няёмка.
Яна выцерла губы.",84.61538461538461,False,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
20,b2bf926d6068421.mp3,gemini-3-pro-preview,"Ай, добра... Выплюнеш няёмка... Яна выцерла губы.",88.60759493670886,True,"Ай, добра. Улюш не ёмка. Яна выцерла губы."
21,abea9092ebe125a.mp3,gemini-2.5-pro,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,True,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,gemini-2.5-flash,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,imported_batch_gemini-2.5-flash,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,imported_csv,"Я ж аслупянела... Ну, гэтага ўжо занадта, не аслупянела, апіянела... у дым.",94.65648854961832,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
21,abea9092ebe125a.mp3,imported_gemini-2.5-pro,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела. У дым.",100.0,False,"Я ж аслупянела. Ну, гэта вы ўжо занадта. Не аслупянела, а п'янела, у дым."
22,8f4a89b2fd24dcd.mp3,gemini-2.5-pro,"яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,True,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,gemini-2.5-flash,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,imported_batch_gemini-2.5-flash,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,imported_csv,"Яна ледзь стаяла на нагах, ёй у вусны торгаліся авечкі, лыпалі, як у старой савы.",94.11764705882352,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
22,8f4a89b2fd24dcd.mp3,imported_gemini-2.5-pro,"яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі, як у старой савы.",100.0,False,"Яна ледзь стаяла на нагах, яе вусны торгаліся, а вейкі лыпалі як у старой савы."
23,9e81972e8f92145.mp3,gemini-2.5-pro,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.,100.0,True,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,gemini-2.5-flash,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп!,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,imported_batch_gemini-2.5-flash,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп!,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,imported_csv,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад: пан ло-камп!,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
23,9e81972e8f92145.mp3,imported_gemini-2.5-pro,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.,100.0,False,Але памалу яна прыходзіла да памяці. Яна рашуча зрабіла крок наперад. Пан Локамп.
24,579e94a44217b6b.mp3,gemini-2.5-pro,"Ай, чалавек, толькі ўсяго, чалавек.",100.0,True,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,gemini-2.5-flash,"Эх, чалавек, толькі ўсяго чалавек.",93.5483870967742,False,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,imported_batch_gemini-2.5-flash,"Эх, чалавек, толькі ўсяго чалавек.",93.5483870967742,False,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,imported_csv," Ай, чалавек! Толькі ўсяго! Чалавек!",100.0,False,"Ай, чалавек, толькі ўсяго, чалавек."
24,579e94a44217b6b.mp3,imported_gemini-2.5-pro,"Ай, чалавек, толькі ўсяго, чалавек.",100.0,False,"Ай, чалавек, толькі ўсяго, чалавек."
25,8906933b8d0b990.mp3,gemini-2.5-pro,"Ну, у мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",95.52238805970148,True,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,gemini-2.5-flash,"Ну, ну, мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",94.81481481481482,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,imported_batch_gemini-2.5-flash,"Ну, ну, мяне ж у страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,",94.81481481481482,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,imported_csv,ну ла ла мяне ж у страўніку завуць і круціць ну а потым потым мяне відаць,84.89208633093526,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,gemini-3-flash-preview,"Ну-ла... ну, ў мяне страўнік узаўсёды круціць, ну, а потым... потым мяне, відаць...",93.33333333333333,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,imported_batch_gemini-3-flash-preview,"Вось вербальная транскрыпцыя аўдыязапісу:

«Ну-ла, у мяне ж страўнік заўсёды круціць, ну а потым, потым мяне, відаць...»",72.41379310344827,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
25,8906933b8d0b990.mp3,gemini-3-pro-preview,"...нула. Ну... мяне шустраўніка заўсёды круціць, ну... а потым... потым мяне відаць",91.85185185185185,False,"Ну ў мяне ў страўніку заўсёды круціць, ну, а потым, потым мяне, відаць,"
26,11f6ed341c45a33.mp3,gemini-2.5-pro,Спачатку я толькі панюхала. Потым глы,93.5064935064935,False,Спачатку я толькі панюхала. Потым глытнула.
26,11f6ed341c45a33.mp3,gemini-2.5-flash,Спачатку я толькі панюхала. Потым глыб,92.3076923076923,False,Спачатку я толькі панюхала. Потым глытнула.
26,11f6ed341c45a33.mp3,imported_batch_gemini-2.5-flash,Спачатку я толькі панюхала. Потым глыб,92.3076923076923,False,Спачатку я толькі панюхала. Потым глытнула.
26,11f6ed341c45a33.mp3,imported_csv,"Спачатку я толькі панюхала, потым глынула.",98.76543209876543,True,Спачатку я толькі панюхала. Потым глытнула.
