id,path,model_name,hyp_text,score,is_best,ref_text
6,3cda13ff84c4a37.mp3,imported_csv,Па замерзлай рацэ прабіралася запрэшка ездавых сабак.,96.15,False,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
6,3cda13ff84c4a37.mp3,gemini-2.5-flash-lite,Пазамёрзлыя рэцы прабіралася запражкка зь ледавых сабак.,84.11214953271028,False,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
6,3cda13ff84c4a37.mp3,gemini-2.5-flash,Пазамерзлыя руцы прабіралася запражка із давых сабак.,84.61538461538461,False,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
6,3cda13ff84c4a37.mp3,gemini-3-flash-preview,Пазмёрзлай рацэ прабіралася запрэжка ездавых сабак.,98.0392156862745,False,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
6,3cda13ff84c4a37.mp3,gemini-2.5-pro,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.,100.0,True,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
6,3cda13ff84c4a37.mp3,imported_gemini-2.5-pro,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.,100.0,False,Па замёрзлай рацэ прабіралася запрэжка ездавых сабак.
7,f84e4ff060e60f8.mp3,imported_csv,Гэта была глуш дзікая паўночная глуш забледнелым,97.95918367346938,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,gemini-2.5-flash-lite,"00:00 Глуш
00:01 Глуш
00:02 Глуш
00:03 Глуш
00:04 Глуш
00:05 Глуш
00:06 Глуш
00:07 Глуш",27.906976744186053,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,gemini-2.5-flash,"Гэта была глуш, дзікая паўначная глуш, забледзянела.",94.94949494949495,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,gemini-3-flash-preview,"Гэта была глуш, дзікая паўночная глуш, забледзянелым...",100.0,True,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,gemini-2.5-pro,"гэта была глуш, дзікая паўночная глуш, забледзянел",97.95918367346938,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,gemini-3-pro-preview,"Гэта была глуш, дзікая паўначная глуш з абледзянелым",97.02970297029702,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,imported_gemini-3-pro-preview,"Гэта была глуш, дзікая паўначная глуш з абледзянелым",97.02970297029702,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,imported_gemini-3-flash-preview,"Гэта была глуш, дзікая паўночная глуш, забледзянелым...",100.0,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
7,f84e4ff060e60f8.mp3,imported_manual,"Гэта была глуш, дзікая паўночная глуш, забледзянелым...",100.0,False,"Гэта была глуш, дзікая паўночная глуш, забледзянелым..."
8,7346fa2fa7e1cf0.mp3,imported_csv,"Не ўсё, што жывое, рухалася ў ёй і кідала ёй выклік:",96.91,False,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік."
8,7346fa2fa7e1cf0.mp3,gemini-2.5-flash-lite,"Ну ўсё, што жывое, рухалася ў ёй і кідала ёй выклік.",96.90721649484536,False,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік."
8,7346fa2fa7e1cf0.mp3,gemini-2.5-flash,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік.",100.0,True,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік."
8,7346fa2fa7e1cf0.mp3,imported_gemini-2.5-flash,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік.",100.0,False,"І ўсё, што жывое, рухалася ў ёй і кідала ёй выклік."
9,0ad55fa6cccf2cc.mp3,imported_csv,"Ускудлачаная поўсць іх заенела на марозе, дыханне застывала ў паветры.",98.52941176470588,True,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
9,0ad55fa6cccf2cc.mp3,gemini-2.5-flash-lite,"Скудлачаная поўсць іх заінела на марозе, дыханне застывала ў паветры.",97.77777777777777,False,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
9,0ad55fa6cccf2cc.mp3,gemini-2.5-flash,"Ускудлачаная поўсць іх зайняло на марозе, дыханне застывала ў паветры,",97.05882352941177,False,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
9,0ad55fa6cccf2cc.mp3,gemini-3-flash-preview,"З боку лодачнай пошці заняло на марозе, дыханне застывала ў паветры.",82.08955223880598,False,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
9,0ad55fa6cccf2cc.mp3,gemini-2.5-pro,"Скудлачаная поўсць іх заінела на марозе, дыханне застывала ў паветры.",97.77777777777777,False,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
9,0ad55fa6cccf2cc.mp3,gemini-3-pro-preview,"Узголаддзе пасцелі іх заінела на марозе, дыханне застывала ў паветры.",81.4814814814815,False,"Ускудлачаная поўсць іх зайнела на марозе, дыханне застывала ў паветры,"
10,3175fa8cf295832.mp3,imported_csv,"Сабакі былі ў скураной ўпружцы, скураныя пастронкі і шлед яе да саняў,",89.86,False,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
10,3175fa8cf295832.mp3,gemini-2.5-flash-lite,"Сабакі былі ў скураной вопратцы, скураныя пастронкі ішлі ад яе да саней.",97.14285714285714,False,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
10,3175fa8cf295832.mp3,gemini-2.5-flash,Сабакі былі ў скураной воўпражцы. Скураныя пастронкі ішлі ад яе да саней.,97.87234042553192,False,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
10,3175fa8cf295832.mp3,gemini-3-flash-preview,"Сабакі былі ў скураной упрожы, скураныя пастронкі ішлі ад яе да саней.",97.10144927536231,False,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
10,3175fa8cf295832.mp3,gemini-2.5-pro,"Сабакі былі ў скураной вупражцы, скураныя пастронкі ішлі ад яе да саней.",100.0,True,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
10,3175fa8cf295832.mp3,imported_gemini-2.5-pro,"Сабакі былі ў скураной вупражцы, скураныя пастронкі ішлі ад яе да саней.",100.0,False,"Сабакі былі ў скураной вупражцы; скураныя пастронкі ішлі ад яе да саней,"
11,4db8e6eac2f76a5.mp3,imported_csv,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхні ляжалі на снезе.",97.87,False,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхняй ляжалі на снезе."
11,4db8e6eac2f76a5.mp3,gemini-2.5-flash-lite,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхні ляжалі на снезе.",97.87234042553192,False,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхняй ляжалі на снезе."
11,4db8e6eac2f76a5.mp3,gemini-2.5-flash,Сані без палазоў з моцнай бярозавай кары ўсёй паверхняй ляжалі на снезе.,98.59154929577466,False,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхняй ляжалі на снезе."
11,4db8e6eac2f76a5.mp3,gemini-3-flash-preview,"Сані без палазоў, з моцнай бярозавай кары. Усёй паверхняй ляжалі на снезе.",100.0,True,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхняй ляжалі на снезе."
11,4db8e6eac2f76a5.mp3,imported_gemini-3-flash-preview,"Сані без палазоў, з моцнай бярозавай кары. Усёй паверхняй ляжалі на снезе.",100.0,False,"Сані без палазоў, з моцнай бярозавай кары, усёй паверхняй ляжалі на снезе."
12,b4be1104b73e2b8.mp3,imported_csv,"Пярэдняя частка іх была загнута ўгору, як зкрутак, каб прамінаць мяккі снег,",98.63,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,gemini-2.5-flash-lite,"Перэдня частка яго была загнута у гору як скрутак, каб прымінаць мяккі снег",91.15646258503402,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,gemini-2.5-flash,"пярэдняя частка іх была загнута ўгору, як скрутак, каб прымінаць мяккі снег.",98.63013698630137,True,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,gemini-3-flash-preview,"Перадняя частка іх была загнута ўгору як скрутак, каб прымінаць мяккі снег і",94.5945945945946,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,gemini-2.5-pro,"пярэдняя частка іх была загнута ўгору, як скрутак, каб прымінаць мяккі снег.",98.63013698630137,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,gemini-3-pro-preview,"Пярэдняя частка іх была загнута ўгору, як скрутак, каб прымінаць мяккі снег",98.63013698630137,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
12,b4be1104b73e2b8.mp3,imported_gemini-2.5-flash,"пярэдняя частка іх была загнута ўгору, як скрутак, каб прымінаць мяккі снег.",98.63013698630137,False,"Пярэдняя частка іх была загнута ўгору як скрутак, каб прамінаць мяккі снег,"
13,adc67f899ccd463.mp3,imported_csv,На санях стаяла моцна прывязаная доўгая вузкая скрыня.,100.0,True,"На санях стаяла моцна прывязаная доўгая, вузкая скрыня."
14,61a4f6c33724bdc.mp3,imported_csv, За санямі?  цягнуўся другі.,100.0,True,За санямі цягнуўся другі.
15,3aed2f1f081c376.mp3,imported_csv,Наперадзе сабак на шырокіх лыжах з цяжкасцю рухаўся чалавек,100.0,True,"Наперадзе сабак, на шырокіх лыжах, з цяжкасцю рухаўся чалавек."
16,580f53b346400e2.mp3,imported_csv,"Былі там і іншыя рэчы: коўдры, сякера, кафэйнік, патэльня.",98.11,False,"Былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,"
16,580f53b346400e2.mp3,gemini-2.5-flash-lite,"00:00 былі там і іншыя рэчы: 00:01 коўдры, 00:02 сякера, 00:03 кафейнік, 00:04 патэльня.",80.91603053435115,False,"Былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,"
16,580f53b346400e2.mp3,gemini-2.5-flash,"былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,",100.0,True,"Былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,"
16,580f53b346400e2.mp3,imported_gemini-2.5-flash,"былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,",100.0,False,"Былі там і іншыя рэчы: коўдры, сякера, кафейнік, патэльня,"
17,fa1a2b76e2c13bc.mp3,imported_csv,"На санях у скрыні ляжаў трэці, для якога ўсякая праца была скончана,",100.0,True,"На санях у скрыні ляжаў трэці, для якога ўсякая праца была скончана,"
18,f240cf4ce7f9780.mp3,imported_csv,"Трэці быў ужо не здольны ні рухацца, ні змагацца.",96.77,False,"Трэці быў ужо няздольны ні рухацца, ні змагацца."
18,f240cf4ce7f9780.mp3,gemini-2.5-flash-lite,"Трэці быў ужо не здольны ні рухацца, ні змагацца.",96.7741935483871,False,"Трэці быў ужо няздольны ні рухацца, ні змагацца."
18,f240cf4ce7f9780.mp3,gemini-2.5-flash,"Трэці быў ужо няздольны ні рухацца, ні змагацца.",100.0,True,"Трэці быў ужо няздольны ні рухацца, ні змагацца."
18,f240cf4ce7f9780.mp3,imported_gemini-2.5-flash,"Трэці быў ужо няздольны ні рухацца, ні змагацца.",100.0,False,"Трэці быў ужо няздольны ні рухацца, ні змагацца."
19,f639fc6286d25f4.mp3,imported_csv,"Паўночная пустыня не любіць руху, і яна, замарожваючы ваду, каб спыніць яе бег да мора,",96.3,False,"Паўночная пустыня не любіць руху, яна замарожвае ваду, каб спыніць яе бег да мора."
19,f639fc6286d25f4.mp3,gemini-2.5-flash-lite,"Полночные пустыни не любят руху. Яна замарожвае ваду, каб спыніць це бег да мора.",89.171974522293,False,"Паўночная пустыня не любіць руху, яна замарожвае ваду, каб спыніць яе бег да мора."
19,f639fc6286d25f4.mp3,gemini-2.5-flash,"Паўночная пустыня не любіць руху. Яна замарожвае ваду, каб спыніць яе бег да мора.",100.0,True,"Паўночная пустыня не любіць руху, яна замарожвае ваду, каб спыніць яе бег да мора."
19,f639fc6286d25f4.mp3,imported_gemini-2.5-flash,"Паўночная пустыня не любіць руху. Яна замарожвае ваду, каб спыніць яе бег да мора.",100.0,False,"Паўночная пустыня не любіць руху, яна замарожвае ваду, каб спыніць яе бег да мора."
20,9d30c14ee1ba256.mp3,imported_csv,"Я навысмок твае сокі з дрэва, і яго магутнае сэрца дубее ад чужы...",93.65,False,"Яна высмоктвае сокі з дрэва, і яго магутнае сэрца дубее ад сцюжы."
20,9d30c14ee1ba256.mp3,gemini-2.5-flash-lite,яна высмоктвае сокі з дрэва і яго магутнае сэрца дубее ад сцюжы,100.0,True,"Яна высмоктвае сокі з дрэва, і яго магутнае сэрца дубее ад сцюжы."
20,9d30c14ee1ba256.mp3,imported_gemini-2.5-flash-lite,яна высмоктвае сокі з дрэва і яго магутнае сэрца дубее ад сцюжы,100.0,False,"Яна высмоктвае сокі з дрэва, і яго магутнае сэрца дубее ад сцюжы."
21,1bc310bc00d055a.mp3,imported_csv,"Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня, ламаючы упартасць",95.89,False,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць
21,1bc310bc00d055a.mp3,gemini-2.5-flash-lite,Але за саблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ў партыста,93.7062937062937,False,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць
21,1bc310bc00d055a.mp3,gemini-2.5-flash,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць,100.0,True,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць
21,1bc310bc00d055a.mp3,imported_gemini-2.5-flash,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць,100.0,False,Але з асаблівай раз'юшанасцю і лютасцю паўночная пустыня ламае ўпартасць
22,a10ebb836d578b5.mp3,imported_csv,Іх адзенне было зроблена з футра і мяккай дубленай скуры.,98.21,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,gemini-2.5-flash-lite,Іх адзенне было зроблена з футра і мяккай дубленай скуры.,98.21428571428571,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,gemini-2.5-flash,І хадзенне было зроблена з футры і мяккай дубленай скуры.,98.21428571428571,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,gemini-3-flash-preview,Убранне было зроблена з футры і мяккай дубленай скуры.,91.74311926605505,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,gemini-2.5-pro,Яго адзенне было зроблена з футры і мяккай дубленай скуры.,95.57522123893806,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,gemini-3-pro-preview,Яго адзенне было зроблена з футры і мяккай дубленай скуры.,95.57522123893806,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,imported_gemini-2.5-flash-lite,Іх адзенне было зроблена з футра і мяккай дубленай скуры.,98.21428571428572,True,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,imported_imported_gemini-2.5-flash-lite,Іх адзенне было зроблена з футра і мяккай дубленай скуры.,98.21428571428571,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
22,a10ebb836d578b5.mp3,imported_manual,Іх адзенне было зроблена з футра і мяккай дубленай скуры.,98.21428571428571,False,Іх адзенне было зроблена з футры і мяккай дубленай скуры.
23,8dea2bd56616df4.mp3,imported_csv,І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя людзі,94.34,False,"І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі,"
23,8dea2bd56616df4.mp3,gemini-2.5-flash-lite,І вось наперадзе і ззаду саней лецішлі два бясстрашныя і непакорлівыя чалавекі,96.85534591194968,False,"І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі,"
23,8dea2bd56616df4.mp3,gemini-2.5-flash,І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі.,100.0,True,"І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі,"
23,8dea2bd56616df4.mp3,imported_gemini-2.5-flash,І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі.,100.0,False,"І вось наперадзе і ззаду саней ледзь ішлі два бясстрашныя і непакорлівыя чалавекі,"
24,ae05e60b5a48f94.mp3,imported_csv,"На вейкі, шчокі і губы густа наліплі крышталікі, намразі ад замерзлага на паветры дыхання.",99.42857142857143,True,"На вейкі, шчокі і губы густа наліплі крышталікі намаразі ад замерзлага на паветры дыхання."
25,b59207359d5ea3a.mp3,imported_csv,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хаджбы.",98.14,False,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хадзьбы."
25,b59207359d5ea3a.mp3,gemini-2.5-flash-lite,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хадзьбы.",100.0,True,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хадзьбы."
25,b59207359d5ea3a.mp3,imported_gemini-2.5-flash-lite,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хадзьбы.",100.0,False,"Твары іхнія цяжка было разгледзець, яны ішлі моўчкі, зберагаючы дыханне для хадзьбы."
26,965cdf67e5adb62.mp3,imported_csv,"Мінула гадзіна, мінула другая...",100.0,True,"Мінула гадзіна, мінула другая."
27,d3b257d12c0b354.mp3,imported_csv,Незвычайная маўклівасць акружала іх з усіх бакоў.,100.0,True,Незвычайная маўклівасць акружала іх з усіх бакоў.
28,1a6ce957e11a57f.mp3,imported_csv,"Бледнае святло кароткага, цьмянага дня пачало гаснуць,",100.0,True,"Бледнае святло кароткага цьмянага дня пачало гаснуць,"
29,611dadd5edf5100.mp3,imported_csv,Яно імкліва ўзвілася ўгору дасягнула высокай ноты затрымалася на ёй дрыжучы,98.66666666666667,True,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
29,611dadd5edf5100.mp3,gemini-2.5-flash-lite,"Яно імкліва ўзвілася ўгору, дасягнула высокай ноты, за-трымалася на ёй, дрыжучы",98.66666666666667,False,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
29,611dadd5edf5100.mp3,gemini-2.5-flash,"Яно імкліва ўзвілася ўгору, дасягнула высокай ноты, затрымалася на ёй дрыжучы. А",97.36842105263158,False,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
29,611dadd5edf5100.mp3,gemini-3-flash-preview,"Яно імкліва ўзвілася ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы, але...",96.1038961038961,False,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
29,611dadd5edf5100.mp3,gemini-2.5-pro,"Яна імкліва ўзвілася ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы, а",96.05263157894737,False,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
29,611dadd5edf5100.mp3,gemini-3-pro-preview,"Яно імкліва ўзвілася ўгору, дасягнула высокай ноты, затрымалася на ёй дрыжучы, аль",96.1038961038961,False,"Яно імкліва ўзвілося ўгору, дасягнула высокай ноты, затрымалася на ёй, дрыжучы,"
30,863a393bc905220.mp3,imported_csv,У ім чуліся нейкая панурая лютасць,100.0,True,У ім чуліся нейкая панурая лютасць
31,177e7ece3909184.mp3,imported_csv,"Чалавек, які ішоў наперадзе, павярнуўся, злавіў позірк таго,",100.0,True,"Чалавек, які ішоў наперадзе, павярнуўся, злавіў позірк таго,"
32,203049e75f90d7e.mp3,imported_csv,"Ізноў цішыню парушыла прарэзлівае выцьце, і на прыслухаліся, каб вызначыць кірунак гуку.",94.67,False,"І зноў цішыню парушыла прарэзлівае выццё. Яны прыслухаліся, каб вызначыць кірунак гуку."
32,203049e75f90d7e.mp3,gemini-2.5-flash-lite,"І зноў цішыню парушыла прарэзлівае выццё. Яны прыслухаліся, каб вызначыць кірунак гуку.",100.0,True,"І зноў цішыню парушыла прарэзлівае выццё. Яны прыслухаліся, каб вызначыць кірунак гуку."
32,203049e75f90d7e.mp3,imported_gemini-2.5-flash-lite,"І зноў цішыню парушыла прарэзлівае выццё. Яны прыслухаліся, каб вызначыць кірунак гуку.",100.0,False,"І зноў цішыню парушыла прарэзлівае выццё. Яны прыслухаліся, каб вызначыць кірунак гуку."
33,05509469a73a3a6.mp3,imported_csv,"І ён далятаў аднекуль ззаду з тых снежных прастораў, якія толькі што прайшлі.",98.65,False,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі."
33,05509469a73a3a6.mp3,gemini-2.5-flash-lite,"Ён лятаў аднекуль ззаду з тых снежных прастораў, якія толькі што прайшлі.",98.61111111111111,False,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі."
33,05509469a73a3a6.mp3,gemini-2.5-flash,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі.",100.0,True,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі."
33,05509469a73a3a6.mp3,imported_gemini-2.5-flash,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі.",100.0,False,"Ён далятаў аднекуль ззаду, з тых снежных прастораў, якія толькі што прайшлі."
34,e1c30e9d894e644.mp3,imported_csv,Неўзабаве пачулася ўвыццё ў адказ:,98.46153846153847,True,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,gemini-2.5-flash-lite,Неўзабаве пачулося выццё ў адказ.,96.875,False,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,gemini-2.5-flash,Ніўзабаве пачулася выццё ў адказ.,96.875,False,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,gemini-3-flash-preview,Незабаве пачулася выццё ваўка.,88.52459016393442,False,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,gemini-2.5-pro,Незабаве пачулася выццё ваўка.,88.52459016393442,False,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,gemini-3-pro-preview,Неўзабаве пачулася выццё ваўка з,90.625,False,Неўзабаве пачулася выццё ў адказ.
34,e1c30e9d894e644.mp3,imported_manual,Неўзабаве пачулася ўвыццё ў адказ:,98.46153846153847,False,Неўзабаве пачулася выццё ў адказ.
