id,path,score,ref_text,hyp_text,status,verification_status,model_used,norm_ref,norm_hyp,model_results
11,177057b2585db7d.mp3,100.0,"якую яна з Танькай і Мішкам бачыла не то ўчора,","якую яна з Танькай і Мішкам бачыла не то ўчора,",processed,correct,manual,якую яны на станькай і мішкам бачыла не то ўчора,якую яна станькай і мішкам бачыла не то ўчора,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""якую яна з Танькай і Мішкам бачыла не то ўчора,"", ""score"": 100.0, ""norm_ref"": ""якую яны на станькай і мішкам бачыла не то ўчора"", ""norm_hyp"": ""якую яна з танькай і мішкам бачыла не то ўчора""}, ""gemini-2.5-flash"": {""hyp_text"": ""якую яна Станькай і Мішкам бачыла не то ўчора"", ""score"": 96.7032967032967, ""norm_ref"": ""якую яны на станькай і мішкам бачыла не то ўчора"", ""norm_hyp"": ""якую яна станькай і мішкам бачыла не то ўчора""}, ""gemini-2.5-pro"": {""hyp_text"": ""якую яна з Танькай і Мішкам бачыла не то ўчора,"", ""score"": 100.0, ""norm_ref"": ""якую яны на станькай і мішкам бачыла не то ўчора"", ""norm_hyp"": ""якую яна з танькай і мішкам бачыла не то ўчора""}}"
12,a40987a7e90b79d.mp3,87.61904761904762,"не то няма, ну, няма ведама, калі, і птушка гэтая ў пачатку,","не то не, ну невядома, калі і птушка гэтая ў пачатку",processed,correct,manual,не то няма ну няма ведама калі і птушка гэтая ў пачатку,не то не ну невядома калі і птушка гэтая ў пачатку,"{""imported_manual"": {""hyp_text"": ""не то не, ну невядома, калі і птушка гэтая ў пачатку"", ""score"": 87.61904761904762, ""norm_ref"": ""не то няма ну няма ведама калі і птушка гэтая ў пачатку"", ""norm_hyp"": ""не то не ну невядома калі і птушка гэтая ў пачатку""}}"
13,5455c15b5b5078a.mp3,100.0,"пакуль, ну, пакуль не распалілася дзіцячая фантазія,","Пакуль... ну, пакуль не распалілася дзіцячая фантазія,",processed,correct,imported_csv,пакуль ну пакуль не распалілася дзіцячая фантазія,пакуль ну пакуль не распалілася дзіцячая фантазія,"{""imported_csv"": {""hyp_text"": ""Пакуль... ну, пакуль не распалілася дзіцячая фантазія,"", ""score"": 100.0, ""norm_ref"": ""пакуль ну пакуль не распалілася дзіцячая фантазія"", ""norm_hyp"": ""пакуль ну пакуль не распалілася дзіцячая фантазія""}}"
14,a56ed1fa7c5bba4.mp3,96.15384615384616,"жаўна, далей ператвараецца ў казачных не то жар-птушку,","жоўна далей ператвараецца ў казачных не то жар-птушак,",processed,correct,manual,жаўна далей ператвараецца ў казачных не то жарптушку,жоўна далей ператвараецца ў казачных не то жарптушак,"{""imported_manual"": {""hyp_text"": ""жоўна далей ператвараецца ў казачных не то жар-птушак,"", ""score"": 96.15384615384616, ""norm_ref"": ""жаўна далей ператвараецца ў казачных не то жарптушку"", ""norm_hyp"": ""жоўна далей ператвараецца ў казачных не то жарптушак""}}"
15,644f7174248878d.mp3,100.0,"не то арла, які хацеў украсці Мішку, і панесці далёка-далёка.","Не то арла, які хацеў украсці мішку і панесці далёка-далёка.",processed,correct,gemini-2.5-pro,не то арла які хацеў украсці мішку і панесці далёкадалёка,не то арла які хацеў украсці мішку і панесці далёкадалёка,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""Не то арла, які хацеў украсці мішку і панесці далёка-далёка."", ""score"": 100.0, ""norm_ref"": ""не то арла які хацеў украсці мішку і панесці далёкадалёка"", ""norm_hyp"": ""не то арла які хацеў украсці мішку і панесці далёкадалёка""}}"
16,7450eb79f6992a1.mp3,100.0,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.,А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем.,processed,correct,gemini-3-flash-preview,а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем,а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем,"{""imported_gemini-3-flash-preview"": {""hyp_text"": ""А ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем."", ""score"": 100.0, ""norm_ref"": ""а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем"", ""norm_hyp"": ""а ён слухае гэтыя няўмелыя яшчэ фантазіраванні з захапленнем і замілаваннем""}}"
17,9f55255f49232b9.mp3,95.08196721311475,"І яму хочацца, каб даччын галасок,","Яму хочацца, каб дачын галасок.",processed,correct,manual,і яму хочацца каб даччын галасок,яму хочацца каб дачын галасок,"{""imported_manual"": {""hyp_text"": ""Яму хочацца, каб дачын галасок."", ""score"": 95.08196721311475, ""norm_ref"": ""і яму хочацца каб даччын галасок"", ""norm_hyp"": ""яму хочацца каб дачын галасок""}}"
18,5a0e8044e617339.mp3,100.0,"як срэбны званочак, не сціхаў ні на хвіліну.",Як срэбны званочак не сціхаў ні на хвіліну.,processed,correct,imported_csv,як срэбны званочак не сціхаў ні на хвіліну,як срэбны званочак не сціхаў ні на хвіліну,"{""imported_csv"": {""hyp_text"": ""Як срэбны званочак не сціхаў ні на хвіліну."", ""score"": 100.0, ""norm_ref"": ""як срэбны званочак не сціхаў ні на хвіліну"", ""norm_hyp"": ""як срэбны званочак не сціхаў ні на хвіліну""}}"
19,6a60add2c9bc424.mp3,95.89041095890411,Бясконцыя пытанні яе часам раздражнялі.,Бясконцыя пытанні часам раздражнялі.,processed,correct,manual,бясконцыя пытанні яе часам раздражнялі,бясконцыя пытанні часам раздражнялі,"{""imported_manual"": {""hyp_text"": ""Бясконцыя пытанні часам раздражнялі."", ""score"": 95.89041095890411, ""norm_ref"": ""бясконцыя пытанні яе часам раздражнялі"", ""norm_hyp"": ""бясконцыя пытанні часам раздражнялі""}}"
20,07e1ea632b39673.mp3,98.47715736040608,"Калі ён аставаўся з Ленкай дома ў змрочным пакоі і быў заняты работай: гісторыяй, сшыткамі, канспектамі.","Калі ён аставаўся з Ленкай дома ў змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі,",processed,correct,manual,калі ён аставаўся з ленкай дома ў змрочным пакоі і быў заняты работай гісторыяй сшыткамі канспектамі,калі ён аставаўся з ленкай дома ў змрочным пакоі быў заняты работай гісторыяй шыткамі канспектамі,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""Калі ён аставаўся з Ленкай дома, у змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі."", ""score"": 97.46192893401016, ""norm_ref"": ""калі ён аставаўся з ленкай дома ў змрочным пакоі і быў заняты работай гісторыяй сшыткамі канспектамі"", ""norm_hyp"": ""калі ён аставаўся з ленкай дома у змрочным пакоі быў заняты работай гісторыяй шыткамі канспектамі""}, ""gemini-2.5-flash"": {""hyp_text"": ""Калі ён аставаўся з Ленкай дома ў змрочным пакоі, быў заняты работай, гісторыяй, шыткамі, канспектамі,"", ""score"": 98.47715736040608, ""norm_ref"": ""калі ён аставаўся з ленкай дома ў змрочным пакоі і быў заняты работай гісторыяй сшыткамі канспектамі"", ""norm_hyp"": ""калі ён аставаўся з ленкай дома ў змрочным пакоі быў заняты работай гісторыяй шыткамі канспектамі""}, ""gemini-2.5-pro"": {""hyp_text"": ""Калі ён заставаўся з Ленкай дома, у змрочным пакоі быў заняты работай, гісторыяй, шыткамі, канспектамі."", ""score"": 96.96969696969697, ""norm_ref"": ""калі ён аставаўся з ленкай дома ў змрочным пакоі і быў заняты работай гісторыяй сшыткамі канспектамі"", ""norm_hyp"": ""калі ён заставаўся з ленкай дома у змрочным пакоі быў заняты работай гісторыяй шыткамі канспектамі""}}"
21,4334f36931b0524.mp3,99.29078014184397,"А вось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе.","Авось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе.",processed,correct,imported_csv,а вось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе,авось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе,"{""imported_csv"": {""hyp_text"": ""Авось аддаўся ёй цалкам, і ўсё пачало радаваць, нават непаслухмянасць яе."", ""score"": 99.29078014184397, ""norm_ref"": ""а вось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе"", ""norm_hyp"": ""авось аддаўся ёй цалкам і ўсё пачало радаваць нават непаслухмянасць яе""}}"
22,04854eb3fabbe34.mp3,96.55172413793103,"Нямала з ёю клопатаў, але ўсё адно адпачываеш.",нямала з ёю клопату. Але ўсё адно адпачываеш.,processed,correct,manual,нямала з ёю клопатаў але ўсё адно адпачываеш,нямала з ёю клопату але ўсё адно адпачываеш,"{""imported_manual"": {""hyp_text"": ""нямала з ёю клопату. Але ўсё адно адпачываеш."", ""score"": 96.55172413793103, ""norm_ref"": ""нямала з ёю клопатаў але ўсё адно адпачываеш"", ""norm_hyp"": ""нямала з ёю клопату але ўсё адно адпачываеш""}}"
23,63167eb63e885c9.mp3,100.0,"Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць.","Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць.",processed,correct,imported_csv,бо сапраўдны адпачынак у чалавека тады калі ёсць радасць,бо сапраўдны адпачынак у чалавека тады калі ёсць радасць,"{""imported_csv"": {""hyp_text"": ""Бо сапраўдны адпачынак у чалавека тады, калі ёсць радасць."", ""score"": 100.0, ""norm_ref"": ""бо сапраўдны адпачынак у чалавека тады калі ёсць радасць"", ""norm_hyp"": ""бо сапраўдны адпачынак у чалавека тады калі ёсць радасць""}}"
24,68babb5e4af5ffe.mp3,100.0,"Калі вячэралі, разбілі гладыш з сыраквашай,","Калі вячэралі, разбілі гладыш з сыраквашай.",processed,correct,gemini-2.5-pro,калі вячэралі разбілі гладыш з сыраквашай,калі вячэралі разбілі гладыш з сыраквашай,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""Калі вячэралі, разбілі гладыш з сыраквашай."", ""score"": 100.0, ""norm_ref"": ""калі вячэралі разбілі гладыш з сыраквашай"", ""norm_hyp"": ""калі вячэралі разбілі гладыш з сыраквашай""}}"
25,53730ffca098dc7.mp3,100.0,"якую Саша купіла ім, галоўны іх харчовы запас.","якую Саша купіла ім, галоўны іх харчовы запас.",processed,correct,imported_csv,якую саша купіла ім галоўны іх харчовы запас,якую саша купіла ім галоўны іх харчовы запас,"{""imported_csv"": {""hyp_text"": ""якую Саша купіла ім, галоўны іх харчовы запас."", ""score"": 100.0, ""norm_ref"": ""якую саша купіла ім галоўны іх харчовы запас"", ""norm_hyp"": ""якую саша купіла ім галоўны іх харчовы запас""}}"
26,26c370cd6ed886c.mp3,100.0,"Дзе коратка, там і б'ецца.",дзе коратка там і б'ецца,processed,correct,imported_csv,дзе коратка там і бецца,дзе коратка там і бецца,"{""imported_csv"": {""hyp_text"": ""дзе коратка там і б'ецца"", ""score"": 100.0, ""norm_ref"": ""дзе коратка там і бецца"", ""norm_hyp"": ""дзе коратка там і бецца""}}"
27,e1f3feaf89dc665.mp3,100.0,Не смешна і сумна.,Не смешна і сумна.,processed,correct,manual,і смешна і сумна,не смешна і сумна,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""Не смешна і сумна."", ""score"": 100.0, ""norm_ref"": ""і смешна і сумна"", ""norm_hyp"": ""не смешна і сумна""}, ""gemini-2.5-flash"": {""hyp_text"": ""Не смешна і сумна."", ""score"": 100.0, ""norm_ref"": ""і смешна і сумна"", ""norm_hyp"": ""не смешна і сумна""}, ""gemini-2.5-pro"": {""hyp_text"": ""Не смешна і сумна."", ""score"": 100.0, ""norm_ref"": ""і смешна і сумна"", ""norm_hyp"": ""не смешна і сумна""}}"
28,d9abf383776e262.mp3,100.0,"Але асабліва кранула, што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,",але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,processed,correct,imported_csv,але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала,"{""imported_csv"": {""hyp_text"": ""але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала"", ""score"": 100.0, ""norm_ref"": ""але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала"", ""norm_hyp"": ""але асабліва кранула што трагедыю гэтую зразумела пяцігадовае дзіця і засмуткавала""}}"
29,94f615384e9261f.mp3,100.0,нават заплакала: Дзе мамка?,"Нават заплакала, дзе мамка",processed,correct,gemini-2.5-flash-lite,нават заплакала дзе мамка,нават заплакала дзе мамка,"{""imported_gemini-2.5-flash-lite"": {""hyp_text"": ""Нават заплакала, дзе мамка"", ""score"": 100.0, ""norm_ref"": ""нават заплакала дзе мамка"", ""norm_hyp"": ""нават заплакала дзе мамка""}}"
30,f261e9c30534588.mp3,100.0,"Нічога, гладыш разбіўся на шчасце."," Нічога, гладыш разбіўся на шчасце.",processed,correct,imported_csv,нічога гладыш разбіўся на шчасце,нічога гладыш разбіўся на шчасце,"{""imported_csv"": {""hyp_text"": "" Нічога, гладыш разбіўся на шчасце."", ""score"": 100.0, ""norm_ref"": ""нічога гладыш разбіўся на шчасце"", ""norm_hyp"": ""нічога гладыш разбіўся на шчасце""}}"
31,db3938107813736.mp3,100.0,"Мамка, заўтра прыляціць як пчолка з багатым","Мамка, заўтра прыляціць як пчолка з багатым",processed,correct,manual,мамка заўтра прыляціць як пчолка з багатым узяткам,мамка заўтра прыляціць як пчолка з багатым,"{""imported_manual"": {""hyp_text"": ""Мамка, заўтра прыляціць пчолка з багатым"", ""score"": 96.2962962962963, ""norm_ref"": ""мамка заўтра прыляціць як пчолка з багатым узяткам"", ""norm_hyp"": ""мамка заўтра прыляціць пчолка з багатым""}, ""gemini-2.5-flash"": {""hyp_text"": ""Мамка, завтра прилетит пчёлка с богатым"", ""score"": 72.5, ""norm_ref"": ""мамка заўтра прыляціць як пчолка з багатым узяткам"", ""norm_hyp"": ""мамка завтра прилетит пчёлка с богатым""}, ""gemini-2.5-pro"": {""hyp_text"": ""Мамка, заўтра прыляціць як пчолка з багатым"", ""score"": 100.0, ""norm_ref"": ""мамка заўтра прыляціць як пчолка з багатым узяткам"", ""norm_hyp"": ""мамка заўтра прыляціць як пчолка з багатым""}}"
32,3b1d1fb7e118161.mp3,100.0,"ўзяткам, раніцою, як болевы прыступ.","ўзяткам, раніцою, як болевы прыступ.",processed,correct,manual,аржаніцою як болевы прыступ,ўзяткам раніцою як болевы прыступ,"{""imported_gemini-2.5-pro"": {""hyp_text"": ""ўзяткам, раніцою, як болевы прыступ."", ""score"": 100.0, ""norm_ref"": ""аржаніцою як болевы прыступ"", ""norm_hyp"": ""ўзяткам раніцою як болевы прыступ""}, ""gemini-2.5-flash"": {""hyp_text"": ""ўзяткам. Граніцою як болевы прыступ."", ""score"": 98.50746268656717, ""norm_ref"": ""аржаніцою як болевы прыступ"", ""norm_hyp"": ""ўзяткам граніцою як болевы прыступ""}, ""gemini-2.5-pro"": {""hyp_text"": ""ўзяткам. Арніцою, як болівы прыступ."", ""score"": 93.93939393939394, ""norm_ref"": ""аржаніцою як болевы прыступ"", ""norm_hyp"": ""ўзяткам арніцою як болівы прыступ""}}"
33,3f3894e53338ed1.mp3,100.0,"трывога за Сашу, нечаканая, незразумелая, чаму, што здарылася.","Трывога за Сашу нечаканая, незразумелая, чаму, што здарылася.",processed,correct,imported_csv,трывога за сашу нечаканая незразумелая чаму што здарылася,трывога за сашу нечаканая незразумелая чаму што здарылася,"{""imported_csv"": {""hyp_text"": ""Трывога за Сашу нечаканая, незразумелая, чаму, што здарылася."", ""score"": 100.0, ""norm_ref"": ""трывога за сашу нечаканая незразумелая чаму што здарылася"", ""norm_hyp"": ""трывога за сашу нечаканая незразумелая чаму што здарылася""}}"
34,c31e45e214d6b04.mp3,100.0,"Жанчына пайшла ў госці ў роднае сяло,",Жанчына пайшла ў госці ў роднае сяло.,processed,correct,imported_csv,жанчына пайшла ў госці ў роднае сяло,жанчына пайшла ў госці ў роднае сяло,"{""imported_csv"": {""hyp_text"": ""Жанчына пайшла ў госці ў роднае сяло."", ""score"": 100.0, ""norm_ref"": ""жанчына пайшла ў госці ў роднае сяло"", ""norm_hyp"": ""жанчына пайшла ў госці ў роднае сяло""}}"
35,21463e8e7df25c2.mp3,100.0,"але так казаў розум, а сэрца,","Але так казаў розум, а сэрца",processed,correct,gemini-2.5-flash-lite,але так казаў розум а сэрца,але так казаў розум а сэрца,"{""imported_gemini-2.5-flash-lite"": {""hyp_text"": ""Але так казаў розум, а сэрца"", ""score"": 100.0, ""norm_ref"": ""але так казаў розум а сэрца"", ""norm_hyp"": ""але так казаў розум а сэрца""}}"
36,e24a9e334fc1caf.mp3,100.0,з сэрцам нельга зладзіць.,З сэрцам нельга зладзіць.,processed,correct,imported_csv,з сэрцам нельга зладзіць,з сэрцам нельга зладзіць,"{""imported_csv"": {""hyp_text"": ""З сэрцам нельга зладзіць."", ""score"": 100.0, ""norm_ref"": ""з сэрцам нельга зладзіць"", ""norm_hyp"": ""з сэрцам нельга зладзіць""}}"
37,75cb44d5e5dde0c.mp3,100.0,"Знікла радасць, пабляклі фарбы вясны.","Знікла радасць, пабляклі фарбы вясны.",processed,correct,imported_csv,знікла радасць пабляклі фарбы вясны,знікла радасць пабляклі фарбы вясны,"{""imported_csv"": {""hyp_text"": ""Знікла радасць, пабляклі фарбы вясны."", ""score"": 100.0, ""norm_ref"": ""знікла радасць пабляклі фарбы вясны"", ""norm_hyp"": ""знікла радасць пабляклі фарбы вясны""}}"
38,1152343c20383c1.mp3,99.17355371900827,"Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то таксама суцішылася, засумавала, раз-пораз пытала, калі прыйдзе мамка.","Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то так сама суцішылася, засумавала. Раз пораз пытала, калі прыйдзе мамка.",processed,correct,gemini-2.5-flash-lite,каб хоць ленка была такая вясёлая звонкая як учора а то таксама суцішылася засумавала разпораз пытала калі прыйдзе мамка,каб хоць ленка была такая вясёлая звонкая як учора а то так сама суцішылася засумавала раз пораз пытала калі прыйдзе мамка,"{""imported_gemini-2.5-flash-lite"": {""hyp_text"": ""Каб хоць Ленка была такая вясёлая, звонкая, як учора, а то так сама суцішылася, засумавала. Раз пораз пытала, калі прыйдзе мамка."", ""score"": 99.17355371900827, ""norm_ref"": ""каб хоць ленка была такая вясёлая звонкая як учора а то таксама суцішылася засумавала разпораз пытала калі прыйдзе мамка"", ""norm_hyp"": ""каб хоць ленка была такая вясёлая звонкая як учора а то так сама суцішылася засумавала раз пораз пытала калі прыйдзе мамка""}}"
39,a043ec00fd3f403.mp3,100.0,"Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу.","Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу.",processed,correct,gemini-3-flash-preview,пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу,пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу,"{""imported_gemini-3-flash-preview"": {""hyp_text"": ""Пятро ледзь дачакаўся другой палавіны дня, калі па часе можна было ісці сустракаць Сашу."", ""score"": 100.0, ""norm_ref"": ""пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу"", ""norm_hyp"": ""пятро ледзь дачакаўся другой палавіны дня калі па часе можна было ісці сустракаць сашу""}}"
40,beae4119e50daf5.mp3,100.0,"Ішлі доўга, павольна, сядзелі на дарозе, чакалі.","Ішлі доўга, павольна, сядзелі на дарозе, чакалі.",processed,correct,imported_csv,ішлі доўга павольна сядзелі на дарозе чакалі,ішлі доўга павольна сядзелі на дарозе чакалі,"{""imported_csv"": {""hyp_text"": ""Ішлі доўга, павольна, сядзелі на дарозе, чакалі."", ""score"": 100.0, ""norm_ref"": ""ішлі доўга павольна сядзелі на дарозе чакалі"", ""norm_hyp"": ""ішлі доўга павольна сядзелі на дарозе чакалі""}}"
41,f31db31806e271b.mp3,100.0,"І трывога расла, як снежны ком у гарах.","І трывога расла, як снежны ком у гарах.",processed,correct,imported_csv,і трывога расла як снежны ком у гарах,і трывога расла як снежны ком у гарах,"{""imported_csv"": {""hyp_text"": ""І трывога расла, як снежны ком у гарах."", ""score"": 100.0, ""norm_ref"": ""і трывога расла як снежны ком у гарах"", ""norm_hyp"": ""і трывога расла як снежны ком у гарах""}}"
